"id1","id2","hhno","hhmid","s1gii_14","s1gii_15","s1gii_16i","s1gii_16_11","s1gii_16_112","s1gii_16ii","s1gii_16_211","s1gii_16_212","s1gii_16iii","s1gii_16_311","s1gii_16_312","s1gii_16iv","s1gii_16_411","s1gii_16_412","s1gii_17i","s1gii_17ii","s1gii_17iii","s1gii_17iv","s1gii_18i","s1gii_18ii","s1gii_18iii","s1gii_18iv","s1gii_19i","s1gii_19ii","s1gii_19iii","s1gii_19iv","s1gii_20i","s1gii_20ii","s1gii_20iii","s1gii_20iv","s1gii_21i","s1gii_21ii","s1gii_21iii","s1gii_21iv","s1gii_22i","s1gii_22ii","s1gii_22iiii","s1gii_22iv","s1gii_23i","s1gii_23ii","s1gii_23iii","s1gii_23iv","s1gii_24i","s1gii_2ii","s1gii_24iii","s1gii_24iv","s1gii_25i","s1gii_25ii","s1gii_25iii","s1gii_25iv","s1gii_26i","s1gii_26ii","s1gii_26iii","s1gii_26iv","s1gii_27i","s1gii_27ii","s1gii_27iii","s1gii_27iv","s1gii_28i","s1gii_28ii","s1gii_28iii","s1gii_28iv","s1gii_29i","s1gii_29ii","s1gii_29iii","s1gii_29iv"
5,7,105155023,2,2,1,5,,,,,,,,,,,,3,,,,,,,,24,,,,25,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,105155024,1,1,4,11,"TAFO",,11,"TARKWA",,11,"ABETIFI",,12,,"NNODOAM",5,1,5,6,,,,,17,22,25,27,21,24,27,28,13,2,9,1,4,4,6,,2,1,2,,,2,,,,2,,,,,,,,2,,,,421,,233,,7495,,8010
5,7,105155027,1,1,2,11,"AKIM ODA",,11,"ENCHI",,,,,,,,,,,,,,,,28,34,,,34,35,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,105155027,2,1,2,11,"AKIM ODA",,11,"ENCHI",,,,,,,,,,,,,,,,20,26,,,26,27,,,4,4,,,3,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,105155030,1,1,1,5,,,,,,,,,,,,3,,,,,,,,15,,,,20,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,105155036,1,1,1,5,,,,,,,,,,,,3,,,,,,,,36,,,,37,,,,2,,,,4,,,,1,,,,1,,,,1,,,,,,,,2,,,,911,,,,9302,,,
5,7,105156008,1,1,1,12,,"MPAIMU",,,,,,,,,,5,,,,,,,,13,,,,21,,,,14,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,105156013,1,1,3,12,,"ABESRE",12,,"BESHIATO",11,"ASAMANKESE",,,,,5,5,5,,,,,,20,25,30,,23,27,31,,2,2,2,,4,4,4,,1,1,1,,2,4,4,,2,5,1,,0,0,5,,2,2,2,,621,621,523,,111,111,5211,
5,7,105156048,1,1,1,5,,,,,,,,,,,,3,,,,,,,,24,,,,28,,,,14,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,105156068,3,3,1,11,"PESHIATO",,,,,,,,,,,5,,,,,,,,14,,,,18,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,105156070,2,2,1,4,,,,,,,,,,,,5,,,,,,,,35,,,,36,,,,18,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,105157010,1,1,1,1,,,,,,,,,,,,6,,,,,,,,28,,,,30,,,,3,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,105157021,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,,,,1,,,,2,,,,2,,,,,,,,1,,,,512,,,,1511,,,
5,8,105157022,2,2,1,1,,,,,,,,,,,,,,,,,,,,24,,,,25,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,105157036,1,1,4,,,,,,,11,"BAWKU",,,,,,,,,1,15,,8,25,30,40,44,28,40,43,45,2,2,2,2,6,6,6,6,1,1,1,1,4,4,4,4,1,1,1,1,0,2,0,1,2,2,2,2,912,714,512,512,9309,4540,5122,5122
5,8,105157070,1,1,1,3,,,,,,,,,,,,2,,,,,,,,51,,,,52,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,,,,4520,,,
5,8,105157078,1,1,2,5,,,,,,,,,,,,3,,,,,,,,20,43,,,42,44,,,2,7,,,5,4,,,1,1,,,4,2,,,1,2,,,0,0,,,2,2,,,931,21,,,4520,7492,,
5,8,105157089,1,1,4,11,"OFFINSO",,5,,,12,,"PEKI",12,,"MANKESE",6,3,4,5,,,,,30,32,37,40,31,36,39,55,4,4,4,4,6,6,6,6,1,1,2,1,4,4,,4,1,1,,1,0,0,,0,2,2,,2,743,523,,743,1810,5219,,1810
5,8,105158037,2,1,1,5,,,,,,,,,,,,3,,,,,,,,10,,,,12,,,,2,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,105158041,1,1,1,,,,,,,,,,,,,,,,,2,,,,23,,,,25,,,,2,,,,4,,,,1,,,2,,,,,1,,,,1,,,,2,,,,513,,,,9302,,,
5,8,105159002,1,1,2,11,"ASAMANKESE",,11,"ATEBUBU",,,,,,,,5,7,,,,,,,35,40,,,40,50,,,4,4,,,3,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,105159018,1,1,4,1,,,11,"TECHIMAN",,5,,,5,,,6,7,3,,,,1,,20,25,26,31,21,26,31,32,7,6,4,4,4,3,3,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
5,8,105159020,2,2,1,,,,,,,,,,,,,,,,,2,,,,5,,,,23,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,105159028,1,1,1,1,,,,,,,,,,,,6,,,,,,,,10,,,,22,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,105160011,1,1,1,,,,,,,,,,,,,5,,,,,,,,2,,,,20,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,821,,,,1429,,,
5,8,105160013,1,1,1,11,"ASIAKWA",,,,,,,,,,,5,,,,,,,,47,,,,48,,,,2,,,,6,,,,1,,,,1,,,,1,,,,,,,,2,,,,,,,,5510,,,
5,8,105160016,1,1,2,9,,,11,"HALF ASSIN",,,,,,,,1,1,,,,,,,10,18,,,15,28,,,9,5,,,4,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,105160017,1,1,1,11,"TEMA",,,,,,,,,,,3,,,,,,,,1,,,,24,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,7523,,,
5,8,105160018,2,2,1,11,"TWIFO PRASO",,,,,,,,,,,2,,,,,,,,5,,,,15,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,105160018,1,2,1,11,"TEMA",,,,,,,,,,,3,,,,,,,,4,,,,24,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,105160027,2,2,1,5,,,,,,,,,,,,3,,,,,,,,10,,,,12,,,,7,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,105160029,1,1,1,5,,,,,,,,,,,,3,,,,,,,,7,,,,11,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,105160032,1,1,3,11,"DUNKWA ON OFFIN",,3,,,11,"ASESEWA",,,,,2,2,5,,,,,,26,38,39,,38,39,48,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,315,315,315,,7523,7523,7523,
5,8,105160034,1,1,1,2,,,,,,,,,,,,7,,,,,,,,22,,,,27,,,,2,,,,1,,,,1,,,,1,,,,2,,,,24,,,,2,,,,,,,,7514,,,
5,8,105160041,1,1,4,7,,,11,"JAPEKROM",,11,"APAM",,11,"AYELDU",,9,7,2,2,,,,,31,39,47,51,36,47,51,55,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,14,14,14,14,7523,7523,7523,7523
5,9,105161003,1,1,2,11,"ABURI",,4,,,,,,,,,5,5,,,,,,,21,19,,,24,21,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,331,331,,,8010,8010,,
5,9,105161004,1,2,1,5,,,,,,,,,,,,3,,,,,,,,17,,,,22,,,,2,,,,4,,,,1,,,,2,,,,2,,,,0,,,,1,,,,911,,,,5252,,,
5,9,105161004,2,2,1,11,"PAKRO",,,,,,,,,,,5,,,,,,,,13,,,,15,,,,6,,,,3,,,,1,,,,4,,,,2,,,,3,,,,2,,,,911,,,,5259,,,
5,9,105161011,1,1,1,5,,,,,,,,,,,,3,,,,,,,,37,,,,38,,,,7,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,105161013,1,1,1,12,,"ABOA",,,,,,,,,,5,,,,,,,,49,,,,60,,,,2,,,,6,,,,1,,,,4,,,,1,,,,3,,,,2,,,,921,,,,111,,,
5,9,105161015,3,1,1,11,"WASSA",,,,,,,,,,,1,,,,,,,,7,,,,10,,,,5,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,105161015,2,1,1,11,"WASSA",,,,,,,,,,,1,,,,,,,,26,,,,29,,,,2,,,,4,,,,1,,,,2,,,,2,,,,0,,,,2,,,,921,,,,113,,,
5,9,105161015,1,1,1,11,"WASSA",,,,,,,,,,,1,,,,,,,,36,,,,43,,,,2,,,,4,,,,1,,,,2,,,,2,,,,0,,,,2,,,,921,,,,113,,,
5,9,105161015,4,1,1,11,"WASSA",,,,,,,,,,,1,,,,,,,,4,,,,7,,,,5,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,105161016,1,1,3,5,,,1,,,11,"ABURI",,,,,3,6,,,,,,,18,21,25,,21,25,29,,7,7,7,,4,4,4,,1,1,2,,2,2,,,2,2,,,0,12,,,1,1,,,522,522,,,5219,5219,,
5,9,105161017,1,1,2,11,"KPANDO",,11,"YEJI",,,,,,,,4,8,,,,,,,10,21,,,20,30,,,7,5,,,4,1,,,2,1,,,,4,,,,2,,,,0,,,,1,,,,615,,,,501,,
5,9,105161029,1,1,3,11,"NSAWAM",,12,,"SEYENA",12,,"SIKASO",,,,5,7,7,,,,,,20,23,28,,23,27,32,,6,4,4,,6,6,6,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,105161035,1,1,1,12,,"ALAFIA",,,,,,,,,,5,,,,,,,,20,,,,40,,,,2,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,105161038,1,1,1,11,"BAWJIASE",,,,,,,,,,,2,,,,,,,,8,,,,14,,,,2,,,,5,,,,1,,,,3,,,,4,,,,0,,,,2,,,,621,,,,111,,,
5,9,105162008,1,1,1,4,,,,,,,,,,,,5,,,,,,,,25,,,,29,,,,9,,,,5,,,,1,,,,3,,,,3,,,,36,,,,2,,,,713,,,,4530,,,
5,9,105162009,1,1,1,11,"ABURI",,,,,,,,,,,5,,,,,,,,49,,,,53,,,,18,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,105162015,2,2,1,12,,"BOUWKROM",,,,,,,,,,5,,,,,,,,7,,,,22,,,,7,,,,5,,,,1,,,,2,,,,,,,,,,,,2,,,,921,,,,111,,,
5,9,105162017,1,1,1,12,,"AKANTENG",,,,,,,,,,5,,,,,,,,21,,,,24,,,,6,,,,6,,,,1,,,,2,,,,1,,,,,,,,2,,,,921,,,,113,,,
5,9,105162019,1,1,1,11,"ENCHI",,,,,,,,,,,1,,,,,,,,36,,,,43,,,,2,,,,4,,,,1,,,,2,,,,2,,,,,,,,2,,,,921,,,,113,,,
5,9,105162020,3,1,1,11,"ABURI",,,,,,,,,,,5,,,,,,,,13,,,,16,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,105162024,1,1,1,12,,"YAAKESSI",,,,,,,,,,1,,,,,,,,29,,,,30,,,,7,,,,1,,,,1,,,,2,,,,2,,,,,,,,1,,,,921,,,,113,,,
5,9,105162024,2,1,1,5,,,,,,,,,,,,3,,,,,,,,18,,,,20,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,105162027,2,2,1,11,"NSAWAM",,,,,,,,,,,5,,,,,,,,17,,,,20,,,,14,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,105162028,1,2,1,11,"ENCHI",,,,,,,,,,,1,,,,,,,,29,,,,49,,,,2,,,,4,,,,1,,,,2,,,,1,,,,1,,,,2,,,,621,,,,111,,,
5,9,105162028,2,2,1,11,"ENCHI",,,,,,,,,,,1,,,,,,,,20,,,,27,,,,4,,,,3,,,,1,,,,2,,,,,,,,1,,,,1,,,,621,,,,111,,,
5,9,105162028,6,6,1,11,"ABURI",,,,,,,,,,,5,,,,,,,,30,,,,33,,,,5,,,,1,,,,1,,,,2,,,,2,,,,,,,,1,,,,621,,,,111,,,
5,9,105162029,5,1,3,11,"SWEDRU",,11,"TEMA",,11,"ABURI",,,,,2,3,5,,,,,,15,25,28,,18,28,30,,9,7,7,,4,4,4,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,105162029,6,1,2,11,"ABURI",,11,"SUHUM",,,,,,,,5,5,,,,,,,12,17,,,17,18,,,9,9,,,4,4,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,105162029,1,1,2,11,"ABURI",,11,"ENCHI",,,,,,,,5,5,,,,,,,12,32,,,13,33,,,9,2,,,4,4,,,2,1,,,,2,,,,1,,,,,,,,1,,,,621,,,,111,,
5,9,105162031,1,1,1,12,,"POKROM",,,,,,,,,,5,,,,,,,,18,,,,20,,,,2,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,105162032,1,1,2,12,,"BEAWASE",12,,"DOKOROKYEWA",,,,,,,5,,,,,,,,13,33,,,33,35,,,5,7,,,1,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,105163003,1,1,1,12,,"DENKYIRA",,,,,,,,,,2,,,,,,,,30,,,,35,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,105163024,1,1,1,,,,,,,,,,,,,,,,,1,,,,30,,,,33,,,,2,,,,6,,,,1,,,,4,,,,1,,,,,,,,2,,,,712,,,,4520,,,
5,9,105163047,1,1,3,12,,"TRIO",12,,"BONSU",12,,"AKUOKU SEFWI",,,,5,1,1,,,,,,16,19,21,,19,21,27,,5,7,7,,4,6,6,,2,1,1,,,2,2,,,3,2,,,1,,,,1,1,,,621,621,,,111,111,
5,9,105163053,1,1,4,,,,4,,,11,"TEMA",,,,,,5,3,,1,,,15,20,8,18,28,22,15,19,34,2,9,2,2,6,,6,6,1,2,1,1,4,,4,4,1,,1,1,3,,4,6,2,,2,2,931,,932,931,4510,,1711,4510
5,9,105163065,1,1,4,12,,"KWABENG",12,,"ASESEWA",12,,"ASSAMANKESSE",12,,"ADDEISU",5,5,5,5,,,,,21,22,23,24,22,23,24,28,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,233,233,233,233,8010,8010,8010,8010
5,9,105163069,1,1,1,5,,,,,,,,,,,,3,,,,,,,,20,,,,24,,,,2,,,,4,,,,1,,,,4,,,,1,,,,4,,,,2,,,,712,,,,4520,,,
5,9,105163072,1,1,1,5,,,,,,,,,,,,3,,,,,,,,50,,,,52,,,,2,,,,4,,,,1,,,,3,,,,4,,,,,,,,2,,,,913,,,,9500,,,
5,9,105163078,1,1,1,11,"BREMAN ESSIKUMA",,,,,,,,,,,2,,,,,,,,18,,,,20,,,,7,,,,5,,,,1,,,,2,,,,2,,,,2,,,,2,,,,514,,,,5232,,,
5,9,105163079,2,2,2,11,"BATOR",,11,"AFLAO",,,,,,,,4,4,,,,,,,17,24,,,23,27,,,4,4,,,3,3,,,1,1,1,,4,4,,,1,1,,,1,1,,,2,2,,,911,911,,,5259,5259,,
5,9,105163079,1,1,4,12,,"AKPAFU",12,,"AMEJOKPE",11,"BATOR",,11,"AFLAO",,4,4,4,4,,,,,12,16,20,27,15,20,26,30,9,9,1,1,4,6,,,2,2,,,,,,,,,,,,,,,,,,,,,233,233,,,8010,8010
5,10,105164006,1,1,1,11,"KOMENDA",,,,,,,,,,,2,,,,,,,,22,,,,24,,,,2,,,,6,,,,1,,,,1,,,,1,,,,,,,,2,,,,621,,,,111,,,
5,10,105164006,2,1,1,11,"AKIM TAFO",,,,,,,,,,,5,,,,,,,,10,,,,14,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,105164008,1,1,2,5,,,1,,,,,,,,,3,,,,,,,,14,18,,,17,19,,,2,2,,,5,5,,,1,1,,,2,3,,,4,1,,,,,,,2,2,,,713,713,,,4540,4540,,
5,10,105164021,4,1,1,,,,,,,,,,,,,,,,,2,,,,5,,,,12,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,105164025,1,1,2,12,,"AKYEANSA",11,"MAMPONG AKWAPIM",,,,,,,,5,5,,,,,,,20,53,,,50,55,,,6,7,,,3,1,,,1,2,,,4,,,,1,,,,,,,,1,,,,621,,,,111,,,
5,10,105164026,1,1,1,12,"AFRAM PLAINS",,,,,,,,,,,,,,,,,,,17,,,,20,,,,7,,,,4,,,,1,,,,2,,,,2,,,,,,,,2,,,,921,,,,113,,,
5,10,105164029,2,2,2,11,"NSAWAM",,5,,,,,,,,,5,3,,,12,4,,,16,23,,,,,,,5,7,,,1,4,,,2,1,,,,2,,,,2,,,,,,,,1,,,,911,,,,5252,,
5,10,105164029,1,1,1,11,"ASAMANKESE",,,,,,,,,,,5,,,,,,,,35,,,,37,,,,3,,,,1,,,,1,,,,2,,,,2,,,,,,,,1,,,,621,,,,111,,,
5,10,105164031,1,1,1,11,"MAMPONG",,,,,,,,,,,5,,,,,,,,5,,,,9,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,105164033,1,1,1,4,,,,,,,,,,,,5,,,,,,,,25,,,,26,,,,3,,,,5,,,,1,,,,3,,,,4,,,,,,,,2,,,,522,,,,5232,,,
5,10,105164033,4,1,1,11,"KIBI-ODUMASE",,,,,,,,,,,5,,,,,,,,7,,,,8,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,105164033,2,2,2,11,"MAMPONG",,4,,,,,,,,,5,5,,,,,,,12,14,,,14,15,,,7,2,,,4,5,,,2,1,,,3,,,,4,,,,,,,,2,,,,911,,,,5252,,,
5,10,105164033,3,1,1,1,,,,,,,,,,,,6,,,,,,,,8,,,,13,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,105164035,1,1,2,11,"SOMANYA",,,,,,,,,,,5,,,,,1,,,20,28,,,21,29,,,14,2,,,4,4,,,2,1,,,,2,,,,2,,,,,,,,2,,,,713,,,,4520,,
5,10,105164035,2,1,1,11,"ADAWSO",,,,,,,,,,,5,,,,,,,,18,,,,20,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,105164036,2,1,3,12,,,11,,,1,,,,,,5,7,6,,,,,,31,32,33,,32,33,37,,1,1,7,,4,4,1,,1,1,2,,1,1,,,2,2,,,,,,,2,2,,,921,921,,,113,113,,
5,10,105164036,1,1,2,12,,,11,,,,,,,,,5,7,,,,,,,46,47,,,47,48,,,1,1,,,4,4,,,1,1,,,1,1,,,2,2,,,,,,,2,,,,921,921,,,113,113,,
5,10,105164038,1,1,1,,,,,,,,,,,,,,,,,1,,,,18,,,,23,,,,2,,,,4,,,,1,,,,4,,,,1,,,,,,,,2,,,,621,,,,111,,,
5,10,105165005,2,2,1,11,"AKYEM KYEBI",,,,,,,,,,,5,,,,,,,,12,,,,15,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,105165005,1,1,2,4,,,11,"ASSAMAN KESSE",,,,,,,,5,5,,,,,,,35,45,,,40,53,,,4,4,,,6,6,,,1,1,,,4,4,,,1,1,,,3,2,,,2,2,,,911,911,,,5211,5211,,
5,10,105165010,1,1,1,11,"ASSIN FOSU",,,,,,,,,,,1,,,,,,,,42,,,,46,,,,2,,,,4,,,,1,,,,1,,,,1,,,,2,,,,2,,,,921,,,,111,,,
5,10,105165015,1,1,1,11,"SWEDRU",,,,,,,,,,,5,,,,,,,,8,,,,17,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,105165019,1,1,1,5,,,,,,,,,,,,3,,,,,,,,19,,,,21,,,,2,,,,4,,,,1,,,,2,,,,2,,,,3,,,,2,,,,913,,,,9500,,,
5,10,105165020,1,1,4,6,,,,,,6,,,11,"KETE KRACHI",,,,8,4,39,7,,,37,39,26,28,39,45,28,32,1,1,1,3,6,6,3,6,,,2,1,,,,1,,,,1,,,,,,,,2,933,933,933,911,6110,6110,6110,5121
5,10,105165023,1,1,1,5,,,,,,,,,,,,3,,,,,,,,28,,,,31,,,,2,,,,4,,,,1,,,,4,,,,1,,,,2,,,,2,,,,911,,,,5252,,,
5,10,105165027,1,1,2,9,,,5,,,,,,,,,1,3,,,,,,,18,25,,,23,27,,,1,1,,,4,,,,1,,,,4,,,,1,,,,1,,,,2,,,,933,933,,,6022,6022,,
5,10,105165031,1,1,2,11,"SUHUM",,11,"AKORABO",,,,,,,,5,5,,,,,,,,16,,,16,19,,,5,7,,,1,4,,,2,1,,,,4,,,,1,,,,,,,,1,,,,921,,,,1551,,
5,10,105165035,2,1,1,11,"SUHUM",,,,,,,,,,,5,,,,,,,,41,,,,75,,,,7,,,,4,,,,1,,,,2,,,,2,,,,,,,,2,,,,621,,,,111,,,
5,10,105165035,1,1,1,5,,,,,,,,,,,,3,,,,,,,,30,,,,63,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,,,,7412,,,
5,10,105165042,1,1,3,11,"MANFE",,11,"SUHUM",,5,,,,,,5,5,3,,,,,,4,20,22,,11,22,24,,18,2,2,,6,4,5,,2,1,1,,2,3,,,,1,1,,,,,,,2,2,,914,829,,,9500,9500,2695,
5,10,105165053,1,1,3,11,"SUHUM",,12,,"AWUM",5,,,,,,5,5,3,,,,,,20,26,36,,24,33,38,,7,5,7,,4,1,4,,2,2,1,,,2,2,,,,2,,,,,,,,2,,,,911,,,,5252,
5,10,105165057,1,1,4,12,,"KYEBI",1,,,11,"AHAFO",,2,,,5,6,7,7,,,,,30,34,40,45,33,38,44,46,4,4,4,4,6,4,6,6,2,1,1,1,,4,4,4,,2,2,2,,1,2,1,,2,2,,,741,522,741,,5220,5231,5220
5,10,105165058,1,1,2,11,"SUHUM",,5,,,,,,,,,5,3,,,,,,,4,25,,,13,28,,,5,7,,,1,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,105166008,1,1,1,4,,,,,,,,,,,,5,,,,,,,,40,,,,41,,,,2,,,,4,,,,1,,,,2,,,,2,,,,0,,,,1,,,,921,,,,113,,,
5,11,105166027,1,1,1,12,,"SEWFI BONSU",,,,,,,,,,6,,,,,,,,4,,,,15,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,105166031,2,2,1,4,,,,,,,,,,,,5,,,,,,,,12,,,,17,,,,9,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,105166040,1,1,1,12,,"NKRAKAN",,,,,,,,,,5,,,,,,,,20,,,,31,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,105166047,1,1,1,,,,,,,,,,,,,,,,,2,,,,10,,,,20,,,,7,,,,4,,,,1,,,,2,,,,2,,,,1,,,,1,,,,911,,,,5211,,,
5,11,105166052,1,1,2,11,"ASUOM",,11,"SOMANYA",,,,,,,,5,5,,,,,,,12,22,,,14,23,,,7,14,,,4,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,105166056,1,1,2,,,,,,,,,,,,,,,,,1,,,,23,,,,24,,,,2,,,,4,,,,1,,,,4,,,,2,,,,0,,,,1,,,,713,,,,4520,,,
5,11,105166056,2,1,2,,,,,,,,,,,,,,,,,1,,,,15,,,,16,,,,2,,,,5,,,,1,,,,1,,,,4,,,,0,,,,2,,,,911,,,,5520,,,
5,11,105166057,1,1,2,12,,"SOMANYA",,,,,,,,,,5,,,,,7,,,10,18,,,18,24,,,5,2,,,1,1,,,2,1,,,,2,,,,2,,,,2,,,,2,,,733,,,,1810,,,
5,11,105166062,1,1,1,12,,"KWAHU OLUBON",,,,,,,,,,5,,,,,,,,28,,,,39,,,,2,,,,6,,,,1,,,,4,,,,1,,,,1,,,,2,,,,621,,,,111,,,
5,11,105166062,2,1,1,12,,"KWAHU OLUBON",,,,,,,,,,5,,,,,,,,24,,,,35,,,,4,,,,6,,,,1,,,,4,,,,1,,,,1,,,,2,,,,621,,,,111,,,
5,12,105168009,1,1,1,12,,"ADA",,,,,,,,,,3,,,,,,,,10,,,,13,,,,7,,,,4,,,,1,,,,2,,,,2,,,,,,,,1,,,,932,,,,1512,,,
5,12,105168052,1,1,1,12,,"ESSAMAN KESSE",,,,,,,,,,5,,,,,,,,36,,,,37,,,,13,,,,4,,,,1,,,,2,,,,2,,,,,,,,1,,,,611,,,,112,,,
5,12,105168054,1,1,1,11,"KWAHU PEPEASE",,,,,,,,,,,5,,,,,,,,17,,,,30,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105168067,1,1,1,11,"ADIDOME",,,,,,,,,,,4,,,,,,,,8,,,,22,,,,7,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105168071,1,1,1,,,,,,,,,,,,,,,,,1,,,,30,,,,33,,,,2,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105168088,1,1,4,11,"KIBI",,11,"SUHUM",,11,"AKORABO",,11,"ACCRA",,5,5,5,3,,,,,2,8,12,16,8,12,16,22,7,7,7,7,6,6,6,6,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105169004,1,1,1,5,,,,,,,,,,,,3,,,,,,,,23,,,,26,,,,2,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105169007,1,1,2,1,,,5,,,,,,,,,6,3,,,,,,,17,21,,,21,22,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,712,712,,,4540,4540,,
5,12,105169008,2,2,1,12,,"ABOMOSU",,,,,,,,,,5,,,,,,,,8,,,,15,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105169015,1,1,1,11,"DADIESO",,,,,,,,,,,1,,,,,,,,23,,,,24,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,621,,,,113,,,
5,12,105169015,2,1,1,11,"DADIESO",,,,,,,,,,,1,,,,,,,,18,,,,19,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105169017,2,1,1,11,"NKAWKAW",,,,,,,,,,,5,,,,,,,,36,,,,37,,,,4,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105169017,1,1,1,11,"NKAWKAW",,,,,,,,,,,5,,,,,,,,39,,,,40,,,,2,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,105169017,3,1,1,5,,,,,,,,,,,,3,,,,,,,,5,,,,20,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
