"id1","id2","hhno","hhmid","s1gii_14","s1gii_15","s1gii_16i","s1gii_16_11","s1gii_16_112","s1gii_16ii","s1gii_16_211","s1gii_16_212","s1gii_16iii","s1gii_16_311","s1gii_16_312","s1gii_16iv","s1gii_16_411","s1gii_16_412","s1gii_17i","s1gii_17ii","s1gii_17iii","s1gii_17iv","s1gii_18i","s1gii_18ii","s1gii_18iii","s1gii_18iv","s1gii_19i","s1gii_19ii","s1gii_19iii","s1gii_19iv","s1gii_20i","s1gii_20ii","s1gii_20iii","s1gii_20iv","s1gii_21i","s1gii_21ii","s1gii_21iii","s1gii_21iv","s1gii_22i","s1gii_22ii","s1gii_22iiii","s1gii_22iv","s1gii_23i","s1gii_23ii","s1gii_23iii","s1gii_23iv","s1gii_24i","s1gii_2ii","s1gii_24iii","s1gii_24iv","s1gii_25i","s1gii_25ii","s1gii_25iii","s1gii_25iv","s1gii_26i","s1gii_26ii","s1gii_26iii","s1gii_26iv","s1gii_27i","s1gii_27ii","s1gii_27iii","s1gii_27iv","s1gii_28i","s1gii_28ii","s1gii_28iii","s1gii_28iv","s1gii_29i","s1gii_29ii","s1gii_29iii","s1gii_29iv"
7,132,107262013,2,1,1,1,,,11,"TUMU",,,,,,,,6,10,,,,,,,0,16,,,16,33,,,7,7,,,4,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,132,107262013,1,1,2,11,"TUMU",,11,"DUNKWA",,,,,,,,10,1,,,,,,,0,15,,,3,18,,,5,6,,,1,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,132,107262016,1,1,2,12,,"KATINGOLI",11,"KENYASI",,,,,,,,8,7,,,,,,,,33,,,15,34,,,5,2,,,1,6,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,132,107262017,1,1,2,12,,"TUMU",1,,,,,,,,,10,6,,,,,,,0,25,,,24,26,,,,2,,,1,4,,,2,1,,,,1,,,,5,,,,1,,,,2,,,,921,,,,140,,
7,132,107262018,2,2,2,12,,"BONSU",12,,"BINBAGO",,,,,,,7,8,,,,,,,10,0,,,22,10,,,7,5,,,4,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,132,107262018,1,1,2,12,,"BONSU",12,,"MUNKURUGU",,,,,,,7,8,,,,,,,26,22,,,33,26,,,7,7,,,4,4,,,1,2,,,4,,,,,,,,,12,,,,1,,,,921,,,,140,,
7,132,107262018,3,1,1,12,,"BONSU",12,,"MUNKURUGU",,,,,,,7,8,,,,,,,4,0,,,7,4,,,7,7,,,4,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,132,107262020,8,1,1,,,,,,,,,,,,,,,,,7,,,,0,,,,6,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,132,107262020,9,1,1,,,,,,,,,,,,,,,,,7,,,,0,,,,6,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,132,107262020,2,1,1,11,"OFFINSO",,,,,,,,,,,6,,,,,,,,28,,,,27,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,132,107262020,7,1,1,1,,,,,,,,,,,,6,,,,,7,,,0,15,,,15,30,,,5,7,,,1,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,132,107262022,2,2,3,1,,,5,,,11,"NSAWAM",,,,,6,3,5,,,,,,4,2,,,12,4,2,,5,5,5,,1,1,1,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,132,107262022,1,1,3,5,,,1,,,11,"TECHIMAN",,,,,3,6,7,,,,,,12,18,25,,18,20,26,,14,14,1,,4,5,4,,2,2,1,,,,1,,,,1,,,,0,,,,1,,,,832,,,,6021,
7,133,107259001,1,1,2,1,,,11,"NCHIRAA",,,,,,,,6,7,,,,,,,10,,,,52,10,,,7,7,,,4,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,133,107259002,2,1,3,11,"NKORANZA",,12,,"WENCHI",12,,"JIRAPA",,,,7,7,10,,,,,,20,18,,,22,20,18,,4,4,6,,3,3,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,133,107259002,1,1,3,11,"NKORANZA",,11,"WENCHI",,12,,"BAABILI",,,,7,7,10,,,,,,50,48,,,52,50,48,,1,2,2,,,5,,,,1,1,,,3,2,,,1,,,,2,,,,2,1,,921,621,621,,200,111,111,
7,133,107259006,1,1,1,12,,"JIRAPA BUA",,,,,,,,,,10,,,,,,,,0,,,,30,,,,2,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,133,107259008,2,2,2,2,,,12,,"YARA",,,,,,,7,10,,,,,,,15,14,,,20,15,,,7,7,,,4,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,133,107259012,2,1,1,12,,"JIRAPA",,,,,,,,,,10,,,,,,,,16,,,,0,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,133,107259015,2,2,1,12,,"BABIE YAGA",,,,,,,,,,10,,,,,,,,0,,,,25,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,133,107259015,1,2,1,12,,"JIRAPA TIE",,,,,,,,,,10,,,,,,,,0,,,,18,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,133,107259016,1,1,1,12,,"SEFWI",,,,,,,,,,1,,,,,,,,18,,,,19,,,,2,,,,5,,,,1,,,,3,,,,1,,,,1,,,,2,,,,611,,,,113,,,
7,133,107259017,1,1,1,12,,"JIRAPA TIE",,,,,,,,,,9,,,,,,,,,,,,17,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,133,107259017,2,1,2,12,,"JIRAPA TIE",12,,"PESIKA",,,,,,,9,7,,,,,,,23,,,,24,23,,,4,6,,,3,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,133,107259025,2,1,2,11,"TECHIMAN",,12,,"BABLE",,,,,,,7,10,,,,,,,12,0,,,17,12,,,6,7,,,4,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,133,107259025,1,1,2,11,"TECHIMAN",,12,,"BABLE",,,,,,,7,10,,,,,,,20,0,,,28,20,,,2,2,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
7,133,107259027,1,1,3,12,,"BULINGI",12,,"KUANAMUNA",12,,"GORI",,,,10,10,10,,,,,,52,48,0,,59,52,48,,2,2,2,,4,4,4,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,133,107259027,3,1,1,12,,"BULINGI",,,,,,,,,,10,,,,,,,,0,,,,5,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,133,107259027,2,1,3,12,,"BULINGI",12,,"KUANAMUNA",12,,"GORI",,,,10,10,10,,,,,,42,38,0,,49,42,38,,4,4,4,,3,3,3,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,133,107259029,2,1,1,8,,,,,,,,,,,,8,,,,,,,,25,,,,0,,,,1,,,,,,,,,,,,,,,,2,,,,0,,,,1,,,,921,,,,130,,,
7,133,107259029,4,1,1,2,,,,,,,,,,,,7,,,,,,,,1,,,,0,,,,6,,,,,,,,,,,,,,,,2,,,,0,,,,2,,,,,,,,,,,
7,133,107259029,1,1,1,4,,,,,,,,,,,,5,,,,,,,,35,,,,0,,,,1,,,,,,,,,,,,,,,,2,,,,0,,,,1,,,,921,,,,130,,,
7,133,107259029,3,1,1,2,,,,,,,,,,,,7,,,,,,,,3,,,,0,,,,5,,,,,,,,,,,,,,,,2,,,,0,,,,2,,,,,,,,,,,
7,133,107259030,1,1,3,12,,"BULINYE",11,"SAWLA",,11,"NADOWLI",,,,,10,10,10,,,,,,31,27,,,35,31,27,,12,7,7,,4,4,,,1,1,2,,2,2,,,2,2,,,2,2,,,2,2,,,611,611,,,111,111,,
7,133,107259030,2,2,3,12,,"BULINYE",11,"SAWLA",,11,"JIRAPA",,,,,10,8,10,,,,,,18,14,,,22,18,14,,4,6,5,,3,1,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,133,107259030,3,1,1,12,,"BULINYE",,,,,,,,,,10,,,,,,,,,,,,4,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,108297004,1,1,1,11,"TEMA",,,,,,,,,,,3,,,,,,,,23,,,,28,,,,2,,,,6,,,,1,,,,4,,,,2,,,,4,,,,2,,,,523,,,,5010,,,
8,9,108297029,10,10,2,11,"TOLON",,11,"SAVELUGU",,,,,,,,8,8,,,,,,,,21,,,21,,,,6,6,,,,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,108297059,2,2,2,12,"NYAKPALA",,12,"CHEKO",,,,,,,,8,8,,,,,,,,,,,,,,,5,5,,,3,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,108297059,10,1,1,12,"CHEKO",,,,,,,,,,,8,,,,,,,,,,,,,,,,5,1,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,108297059,1,1,1,12,"CHEKO",,,,,,,,,,,8,,,,,,,,,,,,,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,9,108297059,9,1,2,12,"TIDURIYILI",,12,"CHEKO",,,,,,,,8,8,,,,,,,,,,,,,,,5,6,,,6,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108299015,1,1,1,12,,"BIMBILA",,,,,,,,,,8,,,,,,,,28,,,,30,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108299040,1,1,3,1,,,1,,,12,"KAWAMPE",,,,,6,6,7,,,,,,15,24,30,,17,29,35,,7,7,3,,4,4,6,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108299043,1,1,2,12,,"ADEISU",12,,"BUIPE",,,,,,,5,8,,,,,,,10,20,,,10,11,,,7,7,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108299078,1,1,1,1,,,,,,,,,,,,6,,,,,,,,4,,,,19,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108299090,2,3,1,10,,,,,,,,,,,,4,,,,,,,,31,,,,34,,,,3,,,,6,,,,1,,,,1,,,,1,,,,1,,,,2,,,,721,,,,2893,,,
8,10,108299090,3,3,1,7,,,,,,,,,,,,9,,,,,,,,27,,,,29,,,,1,,,,6,,,,1,,,,1,,,,1,,,,1,,,,2,,,,331,,,,8010,,,
8,10,108299094,1,1,1,5,,,,,,,,,,,,3,,,,,,,,7,,,,14,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108299137,1,1,2,5,,,5,,,,,,,,,3,3,,,,,,,25,28,,,27,29,,,2,2,,,6,6,,,1,1,,,4,1,,,4,4,,,4,0,,,2,2,,,914,714,,,7493,4540,,
8,10,108301002,2,2,1,12,,"KOSAGU",,,,,,,,,,8,,,,,,,,4,,,,,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108301018,2,2,1,11,"SALAGA",,,,,,,,,,,8,,,,,,,,11,,,,1,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108303023,3,3,1,5,,,,,,,,,,,,3,,,,,,,,23,,,,22,,,,2,,,,4,,,,1,,,,2,,,,2,,,,0,,,,1,,,,,,,,3710,,,
8,10,108303030,3,4,1,8,,,,,,,,,,,,10,,,,,,,,33,,,,15,,,,7,,,,4,,,,1,,,,2,,,,2,,,,36,,,,2,,,,521,,,,1810,,,
8,10,108303030,4,4,1,8,,,,,,,,,,,,10,,,,,,,,27,,,,20,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108303031,1,1,1,11,"EJURA",,,,,,,,,,,6,,,,,,,,20,,,,18,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108303039,2,2,1,5,,,,,,,,,,,,3,,,,,,,,16,,,,10,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108304003,4,,1,11,"BURKINA FASO",,,,,,,,,,,,,,,8,,,,42,,,,43,,,,2,,,,6,,,,1,,,,4,,,,1,,,,1,,,,2,,,,831,,,,4530,,,
8,10,108304003,1,,1,1,,,,,,,,,,,,6,,,,,,,,39,,,,40,,,,1,,,,4,,,,1,,,,1,,,,1,,,,0,,,,2,,,,831,,,,4510,,,
8,10,108304003,3,,1,11,"TAKWA",,,,,,,,,,,1,,,,,,,,41,,,,42,,,,1,,,,4,,,,1,,,,1,,,,1,,,,0,,,,2,,,,831,,,,4510,,,
8,10,108304003,2,3,4,9,,,,,,,,,,,,1,,,,,,,,40,,,,41,,,,1,,,,4,,,,1,,,,1,,,,1,,,,0,,,,2,,,,831,,,,4510,,,
8,10,108304010,2,2,1,11,"BOWKU",,,,,,,,,,,9,,,,,,,,8,,,,20,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108304019,1,1,2,,,,,,,,,,,,,,,,,10,42,,,29,31,,,26,29,,,8,8,,,6,6,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108304027,1,1,1,12,"MAPONG",,,,,,,,,,,6,,,,,,,,35,,,,37,,,,2,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108304037,1,2,2,11,"BOWKU",,,,,,,,,,,9,,,,,,,,16,13,,,,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108304037,2,2,1,,,"BAGU",,,,,,,,,,8,,,,,,,,18,17,,,,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10,108304044,2,2,1,,,,,,,,,,,,,,,,,8,,,,21,,,,18,,,,2,,,,4,,,,1,,,,2,,,,2,,,,2,,,,1,,,,741,,,,1549,,,
8,10,108305051,1,2,3,5,,,5,,,5,,,,,,3,3,3,,,,,,22,34,38,,33,36,42,,2,2,2,,4,4,4,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
8,135,108310004,1,1,3,11,"NAKUNSO",,11,"PUSIGA",,,,,,,,9,9,8,,,,,,19,24,27,,24,27,30,,9,9,9,,4,6,4,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
8,135,108310007,2,1,1,5,,,,,,,,,,,,3,,,,,,,,13,,,,15,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,135,108310013,1,1,3,5,,,5,,,5,,,,,,3,3,3,,,,,,35,42,45,,40,45,48,,4,4,4,,5,5,5,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
8,135,108310014,1,1,2,6,,,6,,,,,,,,,8,8,,,,,,,26,32,,,29,35,,,9,9,,,6,6,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
8,135,108310019,1,1,2,12,,"BUNKPUNIGU",11,"NAURONGO",,,,,,,,8,,,,,,,,18,23,,,23,25,,,9,9,,,4,6,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
8,135,108310032,1,6,6,1,,,,,,,,,,,,6,,,,,,,,15,,,,17,,,,2,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,135,108310071,1,1,1,11,"TECHIMAN",,,,,,,,,,,7,,,,1,,,,20,,,,23,,,,6,,,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,135,108311001,1,1,2,6,,,5,,,,,,,,,8,3,,,,,,,40,52,,,46,56,,,9,8,,,6,5,,,1,1,,,4,4,,,1,1,,,,,,,2,2,,,231,832,,,8021,7511,,
8,135,108311003,2,1,1,9,,,,,,,,,,,,1,,,,,,,,15,,,,19,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,135,108311016,1,1,2,11,"KINTAMPO",,11,"YENDI",,,,,,,,7,8,,,,,,,17,20,,,19,22,,,7,3,,,4,4,,,2,1,,,,3,,,,1,,,,,,,,2,,,,741,,,,1531,,
8,135,108311021,1,1,3,11,"NYANKPAK",,11,"NAURUGA",,11,"WALE WALE",,1,,,8,8,8,6,,,,,23,26,28,,24,27,29,,2,1,1,,5,6,6,,1,2,1,,3,,1,,4,,1,,2,,,,2,,2,,612,,419,,122,,7499,
8,135,108311024,1,1,1,1,,,,,,,,,,,,6,,,,,,,,28,,,,29,,,,2,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,135,108311029,9,9,1,11,"NYKPALA",,,,,,,,,,,8,,,,,,,,17,,,,15,,,,5,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,135,108311033,5,5,1,6,,,,,,,,,,,,8,,,,,,,,14,,,,13,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,135,108311035,1,1,1,1,,,,,,,,,,,,6,,,,,,,,18,,,,19,,,,2,,,,4,,,,1,,,,4,,,,2,,,,1,,,,2,,,,921,,,,111,,,
8,135,108311036,1,1,1,11,"DOMEABRE",,,,,,,,,,,6,,,,,,,,24,,,,20,,,,4,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,135,108311036,2,2,1,12,,"NKORANKA",,,,,,,,,,7,,,,,,,,18,,,,17,,,,4,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108285007,2,2,1,12,,"KUDALI BAKANU",,,,,,,,,,8,,,,,,,,10,,,,,,,,5,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108285014,2,1,1,12,,"KONALI",,,,,,,,,,8,,,,,,,,,,,,19,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108285017,2,2,1,1,,,,,,,,,,,,6,,,,,,,,,,,,21,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108285018,2,1,1,12,,"MACHENI",,,,,,,,,,8,,,,,,,,17,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108285024,2,1,1,12,,"KONARI",,,,,,,,,,8,8,,,,,,,18,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108286005,2,2,1,12,,"NASONI",,,,,,,,,,8,,,,,,,,,,,,22,,,,6,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108286008,6,1,1,12,,"KAJURA",,,,,,,,,,8,,,,,,,,20,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108286008,2,1,1,12,,"TUMPOANDE",,,,,,,,,,8,,,,,,,,18,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108286011,2,2,1,12,,"KABILANI",,,,,,,,,,8,,,,,,,,19,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108286014,2,1,1,11,"BINKPURUGU",,,,,,,,,,,8,,,,,,,,,,,,20,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108286018,2,1,2,12,,"NUANGBANDI",,,,,,,,,,8,6,,,,,,,25,29,,,,33,,,7,4,,,4,4,,,2,1,,,,4,,,1,,,,,,,,2,,,,921,,,,111,,,
8,137,108286018,1,1,1,1,,,,,,,,,,,,6,,,,,,,,36,,,,40,,,,2,,,,4,,,,1,,,,4,,,,1,,,,,,,,2,,,,921,,,,111,,,
8,137,108286021,5,1,1,12,,"KABLANI",,,,,,,,,,8,,,,,,,,18,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108286021,2,1,1,12,,"CHENI",,,,,,,,,,8,,,,,,,,15,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108286022,2,1,1,12,,"NAKPALE",,,,,,,,,,8,,,,,,,,15,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108286022,5,1,1,12,,"NATANGU",,,,,,,,,,8,,,,,,,,18,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108287001,2,1,1,12,,"ZANURI",,,,,,,,,,,,,,,,,,17,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108287003,1,2,1,1,,,,,,,,,,,,,,,,2,,,,16,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108287005,2,1,1,12,,"SANALE",,,,,,,,,,,,,,,,,,20,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108287006,2,1,1,12,,"TABIN",,,,,,,,,,8,8,,,,,,,15,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108287009,2,1,1,12,,"TAMBIM",,,,,,,,,,8,,,,,,,,,,,,17,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108287015,2,2,1,,,,,,,,,,,,,,,,,2,,,,,,,,20,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108287016,1,1,1,12,,"YAAKROM",,,,,,,,,,7,,,,,,,,29,,,,40,,,,2,,,,6,,,,1,,,,4,,,,1,,,,,,,,2,,,,921,,,,111,,,
8,137,108287016,2,1,1,12,,"YAAKROM",,,,,,,,,,7,,,,,,,,19,,,,30,,,,2,,,,6,,,,1,,,,4,,,,1,,,,,,,,2,,,,921,,,,111,,,
8,137,108287016,4,1,1,12,,"YAAKROM",,,,,,,,,,8,,,,,,,,,,,,7,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108287016,3,1,1,12,,"YAAKROM",,,,,,,,,,8,,,,,,,,,,,,10,,,,5,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108287028,1,1,1,12,,"CHERIPONI",,,,,,,,,,8,,,,,,,,,,,,48,,,,13,,,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,137,108287028,2,1,1,12,,"CHERIPONI",,,,,,,,,,8,,,,,,,,,,,,39,,,,13,,,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,138,108278010,1,1,2,11,"ASINFOSO",,11,"ASINFOSO",,,,,,,,6,6,,,,,,,17,18,,,18,19,,,2,2,,,6,6,,,1,1,,,4,4,,,5,5,,,1,1,,,2,2,,,921,921,,,112,112,,
8,138,108278020,1,1,1,11,"BUNKPMAN",,,,,,,,,,,8,,,,,,,,41,,,,40,,,,9,,,,4,,,,1,,,,3,,,,1,,,,12,,,,2,,,,233,,,,8810,,,
8,140,108291039,1,1,1,12,,"TUGU",,,,,,,,,,8,,,,,,,,16,,,,14,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,140,108291039,2,1,2,11,"SAVELEGU",,6,,,,,,,,,8,8,,,,,,,18,19,,,7,19,,,7,6,,,4,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
8,140,108291042,7,2,1,12,"GALWIE",,,,,,,,,,,8,,,,,,,,21,,,,22,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,140,108291042,2,2,1,12,"KPANASHE",,,,,,,,,,,8,,,,,,,,19,,,,20,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,141,108294002,5,2,1,12,,"GAA",,,,,,,,,,8,,,,,,,,5,,,,6,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,141,108294002,2,2,3,11,"YENDI",,11,"BINCHERAYA",,12,,"BINI",,,,8,8,8,,,,,,5,7,11,,7,11,12,,7,7,7,,4,4,4,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
8,141,108294008,9,1,1,5,,,,,,,,,,,,3,,,,,,,,25,,,,27,,,,2,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,141,108294009,1,1,1,12,,"NYANKPALA",,,,,,,,,,8,,,,,,,,15,,,,21,,,,9,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275001,1,1,1,12,,"MAFI KUMIKO",,,,,,,,,,4,,,,,,,,,,,,35,,,,3,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275001,2,1,1,12,,"MAFI KUMIKO",,,,,,,,,,4,,,,,,,,,,,,29,,,,3,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275003,1,1,1,12,,"ADIDOME",,,,,,,,,,4,,,,,,,,,,,,26,,,,3,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275011,1,1,1,12,,"ADIDOME",,,,,,,,,,4,,,,,,,,,,,,,36,,,3,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275017,2,1,1,12,,"BANDA",,,,,,,,,,4,,,,,,,,,,,,21,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275017,1,1,1,12,,"MEPE",,,,,,,,,,4,,,,,,,,,,,,19,,,,3,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275019,2,1,1,12,,"CHAMBER",,,,,,,,,,8,,,,,,,,,,,,18,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275022,2,1,1,11,"YENDI",,,,,,,,,,,8,,,,,,,,,,,,23,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275022,1,1,1,11,"YENDI",,,,,,,,,,,8,,,,,,,,,,,,26,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275028,2,1,1,12,,"BAAKABA",,,,,,,,,,8,,,,,,,,,,,,21,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275028,1,1,1,11,"SABOBA",,,,,,,,,,,8,,,,,,,,,,,,28,,,,7,,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275029,2,1,1,12,,"BURAI",,,,,,,,,,4,,,,,,,,,,,,18,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275032,1,1,1,12,,"GMAMBENDO",,,,,,,,,,8,,,,,,,,,,,,21,,,,6,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275033,2,1,1,12,,"BISANGUNDO",,,,,,,,,,8,,,,,,,,16,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275036,2,1,1,12,,"BURIE",,,,,,,,,,4,,,,,,,,16,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275037,2,1,1,12,,"KAYIRASU",,,,,,,,,,8,,,,,,,,15,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,142,108275037,5,1,1,12,,"LOLUTO",,,,,,,,,,,,,,,,,,19,,,,,,,,6,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
