"id1","id2","id3","id4","hhmid","s1d_1","s1d_2","sid_3i","s1d_3ii","s1d_3iii","s1d_4i","s1d_4ii","s1d_5","s1d_6","s1d_7","s1d_8","s1d_9","s1d_10ai","s1d_10aii","s1d_10bi","s1d_10bii","s1d_11","s1d_12i","s1d_12ii","s1d_13","s1d_14","s1d_15","s1d_16","s1d_17i","s1d_17ii","s1d_18","s1d_19","s1d_20i","s1d_20ii","s1d_21","s1d_22","s1d_23","s1d_24","s1d_25","s1d_26","s1d_27","s1d_28","s1d_29","s1d_30","s1d_31","s1d_32","s1d_33","hhno"
1,5,4,5,2,2,3,10,10,1991,18,,2,6,,,,,,,,,,,1,1,1,16,3,,10,5,1,1,,,1,,1,,0,,,,,,,101004005
1,5,4,6,1,1,1,26,2,1958,51,,2,1,1,2,20,40,,0,,1978,0,,7,1,1,16,2,,3,10,3,,1,5,6,,3,,0,,,,,,,101004006
1,5,4,6,2,2,2,24,9,1961,48,,2,1,1,1,18,0,,40,,1978,0,,7,1,1,16,3,,1,25,3,,1,6,6,,1,,0,,,,,,,101004006
1,5,4,6,3,2,3,15,5,1988,21,,2,6,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101004006
1,5,4,6,4,1,3,20,7,1988,21,,2,6,,,,,,,,,,,7,1,1,16,1,1,,,3,,2,5,1,,1,,0,,,,,,,101004006
1,5,4,6,5,2,3,23,3,1992,17,,2,6,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101004006
1,5,4,6,6,2,3,7,3,1997,12,,2,6,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101004006
1,5,4,6,7,2,3,25,9,2000,9,,1,,,,,,,,,,,,7,1,1,16,1,1,,,3,,1,5,1,,1,,0,,,,,,,101004006
1,5,4,6,8,2,3,2,4,2002,7,,1,,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101004006
1,5,4,10,1,2,1,6,3,1957,52,,2,1,2,,18,0,,,,1985,0,,7,1,1,16,2,,1,6,1,7,,,1,,1,,0,,,,,,,101004010
1,5,4,10,2,2,3,14,2,1991,18,,2,6,,,,,,,,,,,7,1,1,30,3,,1,6,1,1,,,1,,1,,0,,,,,,,101004010
1,5,4,10,3,2,3,5,9,1992,17,,2,6,,,,,,,,,,,7,1,1,30,3,,1,6,1,1,,,1,,1,,0,,,,,,,101004010
1,5,4,10,4,2,3,,8,1995,14,,2,6,,,,,,,,,,,7,1,1,30,3,,1,6,1,1,,,1,,1,,0,,,,,,,101004010
1,5,4,10,5,1,3,9,5,1996,13,,2,6,,,,,,,,,,,7,1,1,30,3,,1,6,1,1,,,1,,1,,0,,,,,,,101004010
1,5,4,10,6,1,4,6,3,1993,16,,2,6,,,,,,,,,,,7,1,1,16,3,,3,5,3,,1,5,1,,1,,0,,,,,,,101004010
1,5,4,10,7,2,5,,,1919,90,,2,5,,,18,0,,,,1937,0,,7,1,1,16,2,,1,6,2,,1,6,1,,1,,0,,,,,,,101004010
1,5,4,10,8,2,7,10,10,1989,20,,2,6,,,,,,,,,,,7,1,1,16,3,,3,5,2,,1,5,1,,1,,0,,,,,,,101004010
1,5,4,10,9,2,7,14,5,2008,1,8,1,,,,,,,,,,,,7,1,1,16,3,,6,5,1,8,,,1,,1,,0,,,,,,,101004010
1,5,4,12,1,2,1,16,8,1969,40,,2,4,,,20,0,,300,,1994,1200,,4,1,1,30,2,,5,5,1,2,,,1,,1,,0,,,,,,,101004012
1,5,4,12,2,2,5,,6,1928,81,,2,4,,,18,0,,,,1946,0,,4,1,1,16,2,,1,6,2,,1,6,1,,1,,0,,,,,,,101004012
1,5,4,14,1,1,1,4,8,1964,45,,2,1,1,2,18,60,,0,,2000,0,,1,6,1,8,3,,5,5,3,,5,5,1,,1,,0,,,,,,,101004014
1,5,4,14,2,2,2,,8,1966,43,,2,1,1,1,33,0,,60,,2000,0,,1,1,1,16,3,,1,6,2,,1,6,1,,1,,0,,,,,,,101004014
1,5,4,14,3,1,3,5,3,2001,8,,1,,,,,,,,,,,,1,1,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,101004014
1,5,4,14,4,1,3,21,4,2004,5,0,1,,,,,,,,,,,,1,1,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,101004014
1,5,4,14,5,1,3,4,10,2009,0,3,1,,,,,,,,,,,,1,1,1,8,1,1,,,1,2,,,1,,1,,0,,,,,,,101004014
1,5,4,16,1,1,1,1,7,1973,36,,2,2,1,2,20,0,,0,,,,,10,1,1,16,2,,1,5,2,,1,5,1,,1,,0,,,,,,,101004016
1,5,4,16,2,2,2,1,7,1975,34,,2,2,1,1,15,0,,0,,,,,7,1,1,16,2,,1,6,2,,1,6,1,,1,,0,,,,,,,101004016
1,5,4,16,3,1,3,31,12,1994,15,,2,6,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101004016
1,5,4,16,4,2,3,18,1,1998,11,,1,,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101004016
1,5,4,16,5,2,3,7,10,2000,9,,1,,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101004016
1,5,4,16,6,1,3,15,8,2008,1,5,1,,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101004016
1,5,4,17,1,2,1,3,10,1976,33,,2,1,2,,30,0,,500,,2007,700,,1,1,1,16,3,,3,5,1,5,,,1,,1,,0,,,,,,,101004017
1,5,4,17,2,2,3,18,1,2007,3,0,1,,,,,,,,,,,,1,1,1,30,3,,10,5,1,1,,,1,,1,,0,,,,,,,101004017
1,5,4,17,3,2,3,27,10,2008,1,3,1,,,,,,,,,,,,1,1,1,30,3,,10,5,1,1,,,1,,1,,0,,,,,,,101004017
1,5,4,17,4,2,5,,,1941,68,,2,4,,,25,,,,,1966,0,,1,1,1,16,2,,1,6,2,,1,5,1,,1,,0,,,,,,,101004017
1,5,4,20,1,2,1,,,1943,66,,2,5,,,18,0,,,,1951,,,7,1,1,16,2,,1,6,2,,1,5,1,,1,,0,,,,,,,101004020
1,5,4,20,2,2,4,3,1,1993,17,,2,6,,,,,,,,,,,7,1,1,16,2,,3,5,3,,1,6,1,,1,,0,,,,,,,101004020
1,5,4,20,3,1,4,4,4,1993,16,,2,6,,,,,,,,,,,7,1,1,16,2,,3,10,3,,1,6,1,,1,,0,,,,,,,101004020
1,5,4,22,1,1,1,1,9,1952,57,,2,1,1,2,16,20,,0,,1970,0,,7,1,1,16,2,,1,5,2,,1,5,1,,1,,0,,,,,,,101004022
1,5,4,22,2,2,2,,,1954,55,,2,1,1,1,14,0,,20,,1970,0,,7,1,1,16,2,,1,5,2,,1,5,1,,1,,0,,,,,,,101004022
1,5,4,22,3,2,2,,,1958,51,,2,1,1,1,15,0,,150,,2009,0,,5,1,1,16,2,,1,6,3,,1,6,1,,1,,0,,,,,,,101004022
1,5,4,22,4,2,7,,,2002,7,,1,,,,,,,,,,,,5,1,1,16,2,,3,5,2,,1,5,1,,1,,0,,,,,,,101004022
1,5,4,24,1,1,1,6,8,1979,30,,2,1,1,2,23,150,,0,,2002,0,,7,1,1,16,3,,3,6,3,,1,6,1,,1,,0,,,,,,,101004024
1,5,4,24,2,2,2,,,1981,28,,2,1,1,1,20,0,,150,,2002,0,,7,1,1,16,3,,5,3,3,,1,6,1,,1,,0,,,,,,,101004024
1,5,4,24,3,1,3,29,3,2006,3,10,1,,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101004024
1,5,4,27,1,1,1,25,7,1973,36,,2,1,1,2,22,750,,0,,2008,750,,4,1,1,16,2,,3,5,2,,1,5,1,,1,,0,,,,,,,101004027
1,5,4,27,2,2,2,27,11,1975,34,,2,1,1,1,21,0,,750,,2008,0,,1,1,1,16,2,,3,5,2,,1,5,1,,1,,0,,,,,,,101004027
1,5,4,27,3,1,3,12,12,1997,12,,2,6,,,,,,,,,,,4,1,1,16,1,1,,,3,,3,5,1,,1,,0,,,,,,,101004027
1,5,4,31,1,2,1,,,1978,31,,2,4,,,17,0,,0,,1995,0,,4,1,1,16,2,,3,5,2,,1,5,1,,1,,0,,,,,,,101004031
1,5,4,31,2,2,3,10,1,1999,11,,1,,,,,,,,,,,,1,1,1,16,3,,6,5,1,1,,,1,,1,,0,,,,,,,101004031
1,5,4,31,3,1,3,4,10,2002,7,,1,,,,,,,,,,,,4,1,1,16,3,,1,5,1,1,,,1,,1,,0,,,,,,,101004031
1,5,4,31,4,1,3,16,3,2005,4,11,1,,,,,,,,,,,,4,1,1,16,3,,1,5,1,1,,,1,,1,,0,,,,,,,101004031
1,5,4,32,1,2,1,,,1959,50,,2,5,,,18,0,,,,1988,0,,6,1,1,16,,,1,6,1,6,,,1,,1,,0,,,,,,,101004032
1,5,4,32,2,2,3,18,4,1989,20,,2,6,,,,,,,,,,,5,1,1,16,2,,2,6,1,1,,,1,,1,,0,,,,,,,101004032
1,5,4,32,3,2,3,16,9,1995,14,,2,6,,,,,,,,,,,5,1,1,16,2,,3,6,1,1,,,1,,1,,0,,,,,,,101004032
1,5,4,32,4,2,3,30,7,1997,12,,2,6,,,,,,,,,,,5,1,1,16,3,,12,6,1,1,,,1,,1,,0,,,,,,,101004032
1,5,4,32,5,2,3,22,5,1998,11,,1,,,,,,,,,,,,5,1,1,16,3,,3,5,1,1,,,1,,1,,0,,,,,,,101004032
1,5,4,32,6,2,5,,,1919,90,,2,5,,,,0,,,,,0,,7,1,1,16,2,,1,6,2,,1,6,1,,1,,0,,,,,,,101004032
1,2,5,1,1,2,1,10,8,1962,47,,2,1,2,,23,,,150,,1982,,,7,1,1,16,2,,3,5,3,,1,5,1,,1,,0,,,,,,,101005001
1,2,5,3,1,2,1,,,1940,69,,2,4,,,27,,,,,,,,7,1,1,16,3,,1,6,2,,1,6,1,,1,,,,,,,,,101005003
1,2,5,3,2,2,3,3,10,1986,23,,2,6,,,,,,,,,,,7,1,1,16,3,,3,2,1,1,1,6,1,,1,,,,,,,,,101005003
1,2,5,3,3,2,3,8,7,1989,20,,2,6,,,,,,,,,,,7,1,1,16,3,,3,2,1,1,1,6,1,,1,,,,,,,,,101005003
1,2,5,3,4,2,4,14,12,2005,4,0,1,,,,,,,,,,,,7,1,1,16,3,,3,7,1,2,1,11,1,,1,,,,,,,,,101005003
1,2,5,3,5,1,4,16,7,2007,2,0,1,,,,,,,,,,,,7,1,1,16,3,,3,7,1,2,1,11,1,,1,,,,,,,,,101005003
1,2,5,3,6,2,4,15,10,2007,2,0,1,,,,,,,,,,,,7,1,1,16,3,,3,15,1,3,1,12,1,,1,,,,,,,,,101005003
1,2,5,4,1,2,1,2,7,1969,40,,2,4,,,18,0,,23,,1979,,,7,1,1,16,2,,1,6,3,,1,6,1,,1,,0,,,,,,,101005004
1,2,5,4,2,2,3,25,4,1995,14,,2,6,,,,,,,,,,,7,1,1,16,3,,3,8,1,1,,,1,,1,,0,,,,,,,101005004
1,2,5,4,3,2,3,19,6,1996,13,,2,6,,,,,,,,,,,7,1,1,16,3,,3,8,1,1,,,1,,1,,0,,,,,,,101005004
1,2,5,13,1,2,1,,,1967,42,,2,1,1,1,25,15,,,,,,,7,1,1,16,2,,1,6,3,,1,5,1,,1,,0,,,,,,,101005013
1,2,5,13,2,1,2,,,1964,45,,2,1,1,2,28,,,12,,,,,7,1,1,16,2,,3,7,2,,1,6,1,,1,,0,,,,,,,101005013
1,2,5,13,3,1,3,20,10,1992,17,,2,6,,,,,,,,,,,7,1,1,16,1,2,,,1,1,,,1,,1,,0,,,,,,,101005013
1,2,5,13,4,2,3,,,1994,15,,2,6,,,,,,,,,,,7,1,1,16,1,2,,,1,1,,,1,,1,,0,,,,,,,101005013
1,2,5,13,5,2,3,,,1997,12,,1,,,,,,,,,,,,7,1,1,16,1,2,,,1,1,,,1,,1,,0,,,,,,,101005013
1,2,5,13,6,1,3,,,2000,9,,1,,,,,,,,,,,,7,1,1,16,1,2,,,1,1,,,1,,1,,0,,,,,,,101005013
1,2,5,13,7,1,3,,,2007,2,0,1,,,,,,,,,,,,7,1,1,16,1,2,,,1,1,,,1,,1,,0,,,,,,,101005013
1,2,5,19,1,1,1,21,4,1939,70,,2,1,1,2,33,210,,,,1977,,,4,1,1,16,2,,2,6,2,,1,5,1,,1,,0,,,,,,,101005019
1,2,5,19,2,2,2,22,3,1951,58,,2,1,1,1,20,,,210,,1977,,,4,1,1,16,2,,1,6,2,,1,5,1,,1,,0,,,,,,,101005019
1,2,5,22,1,2,1,20,6,1939,70,,2,5,,,22,,,,,,,,4,1,1,16,2,,1,6,2,,1,6,5,2,1,,,,,,,,,101005022
1,2,5,22,2,2,4,11,3,1998,11,,1,6,,,,,,,,,,,4,1,1,16,3,,1,6,3,,1,6,1,,1,,,,,,,,,101005022
1,2,5,23,1,1,1,30,9,1951,58,,2,4,,,20,16,,,,,,,7,1,1,16,2,,1,5,2,,1,6,1,,1,,,,,,,,,101005023
1,2,5,23,2,1,3,16,4,1991,18,,2,6,,,,,,,,,,,7,1,1,16,1,1,,,3,,2,6,1,,1,,,,,,,,,101005023
1,2,5,23,3,2,3,20,6,1998,11,,1,,,,,,,,,,,,7,1,1,16,1,1,,,3,,2,6,1,,1,,,,,,,,,101005023
1,2,5,23,4,2,3,1,5,2007,2,0,1,,,,,,,,,,,,7,1,1,16,1,1,,,3,,2,6,1,,1,,,,,,,,,101005023
1,2,5,24,1,1,1,26,7,1980,29,,2,1,1,2,28,350,,,,2009,1000,,7,1,1,16,3,,1,5,3,,1,5,1,,1,,0,,,,,,,101005024
1,2,5,24,2,2,2,4,3,1980,29,,2,1,1,1,28,,,350,,2009,500,,7,1,1,16,3,,3,6,3,,3,5,1,,1,,0,,,,,,,101005024
1,2,5,24,3,1,3,25,9,2009,0,3,1,,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101005024
1,2,5,25,1,2,1,11,5,1934,75,,2,4,,,15,20,,10,,,,,7,1,1,16,2,,3,6,2,,1,6,1,,1,,0,,,,,,,101005025
1,2,5,25,2,2,4,5,7,1990,19,,2,6,,,,,,,,,,,7,1,1,16,3,,1,14,2,,1,5,1,,1,,0,,,,,,,101005025
1,2,5,33,1,2,1,,,,52,,2,4,,,18,,,10,,,,,5,1,1,8,3,,1,6,3,,1,6,1,,1,,0,,,,,,,101005033
1,2,5,33,2,2,3,8,5,1997,12,,1,,,,,,,,,,,,5,1,1,8,3,,3,6,1,1,,,1,,1,,0,,,,,,,101005033
1,2,5,33,3,2,3,3,4,2000,9,,1,,,,,,,,,,,,5,1,1,8,3,,3,6,1,1,,,1,,1,,0,,,,,,,101005033
1,2,5,33,4,2,4,14,10,2004,5,0,1,,,,,,,,,,,,5,1,1,8,3,,1,6,3,,1,5,1,,1,,0,,,,,,,101005033
1,2,5,33,5,2,4,10,3,2005,4,0,1,,,,,,,,,,,,5,1,1,8,3,,1,6,3,,2,5,1,,1,,0,,,,,,,101005033
1,2,5,36,1,2,1,10,5,1953,56,,2,5,,,19,,,,,,,,7,1,1,16,2,,1,7,2,,1,5,1,,1,,0,,,,,,,101005036
1,2,5,36,2,1,3,1,7,1988,21,,2,6,,,,,,,,,,,7,1,1,16,2,,1,6,1,1,,,1,,1,,0,,,,,,,101005036
1,2,5,36,3,2,3,1,7,1988,21,,2,6,,,,,,,,,,,7,1,1,16,2,,1,6,1,1,,,1,,1,,0,,,,,,,101005036
1,2,5,36,4,1,3,3,3,1992,17,,2,6,,,,,,,,,,,7,1,1,16,2,,1,6,1,1,,,1,,1,,0,,,,,,,101005036
1,2,5,36,5,2,3,4,2,1995,14,,2,6,,,,,,,,,,,7,1,1,16,2,,1,6,1,1,,,1,,1,,0,,,,,,,101005036
1,2,5,36,6,2,4,,4,1992,17,,2,6,,,,,,,,,,,7,1,1,16,2,,1,5,3,,1,,1,,1,,0,,,,,,,101005036
1,2,5,36,7,1,4,6,3,2006,3,0,1,,,,,,,,,,,,7,1,1,16,3,,1,5,1,3,,5,1,,1,,0,,,,,,,101005036
1,2,5,40,1,2,1,15,1,1928,81,,2,5,,,20,,,,,,,,4,1,1,16,2,,3,5,2,,1,6,1,,1,,0,,,,,,,101005040
1,2,5,40,2,2,4,23,5,1998,11,,1,,,,,,,,,,,,4,1,1,16,3,,3,6,3,,2,5,1,,1,,0,,,,,,,101005040
1,2,5,40,3,2,4,11,9,2000,9,,1,,,,,,,,,,,,4,1,1,16,3,,3,6,3,,2,5,1,,1,,0,,,,,,,101005040
1,2,5,40,4,2,4,29,5,2003,8,,1,,,,,,,,,,,,4,1,1,16,3,,3,6,3,,2,5,1,,1,,0,,,,,,,101005040
1,2,5,41,1,2,1,,,1959,50,,2,5,,,19,,,,,1978,,,4,1,1,16,2,,1,8,2,,1,5,1,,1,,0,,,,,,,101005041
1,2,5,41,2,2,3,,,1995,14,,2,6,,,,,,,,,,,4,1,1,16,2,,1,6,1,1,,,1,,1,,0,,,,,,,101005041
1,2,5,51,1,2,1,6,2,1958,51,,2,4,,,21,,,,,1990,,,7,1,1,16,2,,3,8,1,2,1,6,1,,1,,0,,,,,,,101005051
1,2,5,51,2,2,5,25,9,1922,87,,2,5,,,15,,,,,,,,7,1,1,16,2,,1,6,2,,1,6,1,,1,,0,,,,,,,101005051
1,2,5,51,3,2,7,7,3,1997,12,,2,6,,,,,,,,,,,7,1,1,16,3,,1,6,3,,1,6,1,,1,,0,,,,,,,101005051
1,2,5,51,4,2,7,3,11,1999,10,,1,,,,,,,,,,,,7,1,1,16,3,,1,5,3,,1,5,1,,1,,0,,,,,,,101005051
1,2,5,52,1,2,1,4,12,1957,52,,2,4,,,17,150,,0,,,,,7,1,1,16,2,,1,6,1,2,,,1,,1,,0,,,,,,,101005052
1,2,5,52,2,2,5,11,1,1923,86,,2,5,,,,0,,150,,,,,7,1,1,16,2,,1,8,2,,1,6,1,,1,,0,,,,,,,101005052
1,2,5,52,3,2,7,23,4,1993,16,,2,6,,,,,,,,,,,7,1,1,16,3,,3,6,3,,1,5,1,,1,,0,,,,,,,101005052
1,2,5,52,4,2,7,20,5,1994,15,,2,6,,,,,,,,,,,7,1,1,16,3,,3,6,3,,1,5,1,,1,,0,,,,,,,101005052
1,2,5,52,5,2,4,12,6,1999,10,,1,,,,,,,,,,,,7,1,1,16,3,,3,6,3,,1,6,1,,1,,0,,,,,,,101005052
1,2,6,1,1,1,1,24,3,1953,56,,2,1,1,2,23,10,,,,1976,,,5,1,1,16,2,,1,6,2,,1,6,1,,1,,0,,,,,,,101006001
1,2,6,1,2,2,2,,,1957,52,,2,1,1,1,19,,,5,,1976,,,5,5,1,4,2,,1,9,2,,1,9,1,,1,,0,,,,,,,101006001
1,2,6,2,1,1,1,25,11,1980,29,,2,2,,,27,,,,,,,,10,1,1,16,3,,8,3,3,,1,7,1,,1,,2,,,,,,,101006002
1,2,6,9,1,1,1,26,10,1987,22,,2,6,,,,,,,,,,,5,1,1,16,3,,2,6,3,,1,6,1,,1,,1,,,,,,,101006009
1,2,6,11,1,1,1,15,8,1979,30,,2,2,1,2,27,,,,,,,,1,1,1,16,3,,1,9,3,,1,5,1,,1,,1,,,,,,,101006011
1,2,6,11,2,2,2,,,1986,23,,2,2,1,1,20,,,,,,,,7,1,1,18,2,,1,6,3,,1,6,1,,1,,5,,,,,,,101006011
1,2,6,11,3,2,3,26,7,2007,2,0,1,,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,5,,,,,,,101006011
1,2,6,11,4,1,3,5,6,2009,0,6,1,,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,5,,,,,,,101006011
1,2,6,15,1,1,1,,,1961,48,,2,1,1,2,28,157,,,,1989,250,,5,1,1,16,2,,2,5,2,,1,5,1,,1,,0,,,,,,,101006015
1,2,6,15,2,2,2,,,1973,36,,2,1,1,1,18,,,157,,1989,193,,5,1,1,16,2,,3,6,3,,1,5,1,,1,,1,,,,,,,101006015
1,2,6,15,3,1,3,,,1991,18,,2,6,,,,,,,,,,,5,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101006015
1,2,6,15,4,2,3,,,1995,14,,2,6,,,,,,,,,,,5,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101006015
1,2,6,23,1,1,1,12,11,1970,39,,2,1,1,2,21,30,,,,1993,,,7,1,1,16,2,,1,6,3,,1,6,1,,1,,2,,,,,,,101006023
1,2,6,23,2,2,2,21,3,1971,38,,2,1,1,1,20,,,30,,1993,,,7,1,1,16,3,,1,5,2,,1,6,1,,1,,1,,,,,,,101006023
1,2,6,23,3,1,3,15,6,1992,17,,2,6,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,1,,,,,,,101006023
1,2,6,23,4,1,3,12,7,1994,15,,2,6,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101006023
1,2,6,23,5,2,3,15,4,1997,12,,1,,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101006023
1,2,6,23,6,2,3,14,8,2002,7,,1,,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101006023
1,2,6,29,1,2,1,,,1939,70,,2,4,,,16,,,280,,1956,,,7,1,1,16,2,,1,6,2,,1,6,1,,1,,0,,,,,,,101006029
1,2,6,36,1,1,1,,,1937,72,,2,1,2,,24,,,,,1960,,,1,1,1,16,2,,1,6,2,,1,6,1,,5,2,0,,,,,,,101006036
1,2,6,42,1,2,1,,,1964,45,,2,4,,,18,,,20,,1983,,,1,1,1,16,2,,1,7,1,2,,,1,,1,,0,,,,,,,101006042
1,2,6,42,2,2,3,,,1911,98,,2,5,,,20,,,10,,1933,,,1,1,1,16,2,,1,5,2,,1,7,6,2,1,,0,,,,,,,101006042
1,2,6,52,1,2,1,,,1939,70,,2,5,,,17,,,,,1958,,,1,1,1,16,2,,1,6,2,,1,6,1,,1,,1,,,,,,,101006052
1,2,6,55,1,1,1,21,12,1980,28,,2,2,1,2,24,,,,,,,,7,1,1,16,3,,3,3,3,,1,6,1,,1,,2,,,,,,,101006055
1,2,6,55,2,2,2,,,1982,27,,2,2,1,1,23,,,,,,,,1,1,1,16,3,,3,3,3,,1,6,1,,1,,0,,,,,,,101006055
1,2,6,55,3,1,8,5,4,2005,4,7,1,,,,,,,,,,,,1,1,1,16,3,,6,6,1,2,,,1,,1,,0,,,,,,,101006055
1,2,6,56,1,2,1,,,1963,46,,2,4,,,17,,,,,1983,,,1,1,1,17,2,,1,7,3,,1,7,1,,1,,2,,2,,,,,101006056
1,2,6,56,2,1,3,21,10,1994,15,,2,6,,,,,,,,,,,1,1,1,17,3,,12,2,1,1,,,1,,1,,0,,2,,,,,101006056
1,2,6,56,3,1,4,,,1997,12,,1,,,,,,,,,,,,1,1,1,17,3,,12,7,3,,2,7,1,,1,,0,,2,,,,,101006056
1,2,6,59,1,1,1,15,12,1984,24,,2,1,1,2,22,400,,,,2007,,,1,1,1,16,3,,3,6,2,,3,6,1,,1,,0,,,,,,,101006059
1,2,6,59,2,2,2,,,1989,20,,2,1,1,1,18,,,250,,2007,,,1,1,1,16,3,,3,7,3,,3,7,1,,1,,0,,,,,,,101006059
1,2,6,59,3,2,3,20,6,2008,1,4,1,,,,,,,,,,,,1,1,1,16,1,1,3,7,1,2,3,7,1,,1,,0,,,,,,,101006059
1,2,6,60,1,2,1,,,1941,68,,2,4,,,15,,,10,,1959,,,5,1,1,16,2,,1,6,2,,1,6,1,,5,1,1,,,,,,,101006060
1,2,6,64,1,2,1,,,1949,60,,2,5,,,18,,,5,,1972,,,4,1,1,16,2,,9,3,2,,1,6,1,,1,,1,,,,,,,101006064
1,2,7,1,1,1,1,16,2,1981,28,,2,6,,,,,,,,,,,4,1,1,4,3,,3,5,3,,3,5,1,,1,,3,,,,,,,101007001
1,2,7,4,1,1,1,24,2,1950,59,,2,1,1,2,35,100,,,,1985,,,5,10,1,62,2,,1,9,2,,1,9,1,,1,,1,,,,,,,101007004
1,2,7,4,2,2,2,5,6,1952,57,,2,1,1,1,33,,,100,,1985,,,5,1,1,62,2,,1,5,2,,1,9,1,,1,,1,,,,,,,101007004
1,2,7,4,3,1,3,19,7,1986,23,,2,6,,,,,,,,,,,5,10,1,62,1,1,,,1,2,,,1,,1,,5,,,,,,,101007004
1,2,7,4,4,1,3,16,7,1989,20,,2,6,,,,,,,,,,,5,1,1,62,1,1,,,1,2,,,1,,1,,0,,,,,,,101007004
1,2,7,4,5,2,3,23,5,1992,17,,2,6,,,,,,,,,,,5,1,1,62,1,1,,,1,2,,,1,,1,,0,,,,,,,101007004
1,2,7,4,6,2,3,23,5,1995,14,,2,6,,,,,,,,,,,5,1,1,62,1,1,,,1,2,,,1,,1,,0,,,,,,,101007004
1,2,7,7,1,2,1,18,9,1988,21,,2,6,,,,,,,,,,,7,1,1,16,3,,10,2,3,,3,6,1,,1,,4,,,,,,,101007007
1,2,7,10,1,1,1,15,1,1969,40,,2,1,1,2,37,15,,,,2006,,,7,1,1,8,2,,3,5,3,,1,6,1,,1,,0,,,,,,,101007010
1,2,7,10,2,2,2,,,1975,34,,2,1,1,1,31,,,15,,1990,,,7,1,1,8,3,,12,6,2,,1,5,1,,1,,0,,,,,,,101007010
1,2,7,10,3,2,3,3,6,2005,4,5,1,,,,,,,,,,,,7,1,1,8,3,,1,6,1,2,2,6,1,,1,,0,,,,,,,101007010
1,2,7,11,1,1,1,12,2,1966,43,,2,1,2,,31,21,,15,,1997,,,6,1,1,16,2,,3,10,3,,1,5,1,,1,,0,,,,,,,101007011
1,2,7,14,1,1,1,2,8,1955,54,,2,1,1,2,22,12,,,,1987,,,3,2,1,14,2,,1,6,2,,1,6,1,,1,,2,,,,,,,101007014
1,2,7,14,2,2,2,,,1949,60,,2,1,1,1,28,,,12,,1981,,,4,1,1,16,2,,1,6,2,,1,6,1,,1,,1,,,,,,,101007014
1,2,7,19,1,1,1,,,1972,37,,2,1,1,2,23,150,,,,2000,,,7,1,1,16,3,,1,6,3,,1,6,1,,1,,0,,,,,,,101007019
1,2,7,19,2,2,2,15,1,1976,33,,2,1,1,1,19,,,150,,2000,,,1,1,1,16,3,,3,6,3,,1,5,1,,1,,0,,,,,,,101007019
1,2,7,19,3,1,3,19,9,1996,13,,2,6,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101007019
1,2,7,19,4,1,3,27,8,1998,11,,1,,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101007019
1,2,7,19,5,1,3,19,7,2000,9,,1,,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101007019
1,2,7,19,6,1,3,15,6,2005,4,4,1,,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101007019
1,2,7,19,7,2,3,7,2,2008,1,10,1,,,,,,,,,,,,7,1,1,16,1,1,,,1,2,,,1,,1,,0,,,,,,,101007019
1,2,7,25,1,2,1,,,1977,32,,2,3,2,,19,7,,,,1997,,,7,1,1,18,2,,1,9,1,6,,,1,,1,,0,,,,,,,101007025
1,2,7,25,2,2,3,,,2002,7,,1,,,,,,,,,,,,7,1,1,18,3,,1,9,1,1,,,1,,1,,0,,,,,,,101007025
1,2,7,25,3,1,3,,,2005,4,0,1,,,,,,,,,,,,7,1,1,18,3,,1,9,1,1,,,1,,1,,0,,,,,,,101007025
