"id1","id2","id3","id4","hhmid","s10avi_49","s10avi_50i","s10avi_50ii","s10avi_51","s10avi_52i","s10avi_52ii","s10avi_53","s10avi_54i","s10avi_54ii","s10avi_55","s10avi_56i","s10avi_56ii","s10avi_57","s10avi_58i","s10avi_58ii","s10avi_59","s10avi_60i","s10avi_60ii","s10avi_61","s10avi_62i","s10avi_62ii","s10avi_63","s10avi_64i","s10avi_64ii","s10avi_65","s10avi_66i","s10avi_66ii","s10avi_67","s10avi_68i","s10avi_68ii","s10avi_69","s10avi_70i","s10avi_70ii","s10avi_71","s10avi_72i","s10avi_72ii","s10avi_73","s10avi_74i","s10avi_74ii","s10avi_75","s10avi_76i","s10avi_76ii","s10avi_77","s10avi_78i","s10avi_78ii","s10avi_79","s10avi_80i","s10avi_80ii","s10avi_81","s10avi_82i","s10avi_82ii","s10avi_83","s10avi_84i","s10avi_84ii","s10avi_85","s10avi_86i","s10avi_86ii","s10avi_87","s10avi_88i","s10avi_88ii","s10avi_89","s10avi_90i","s10avi_90ii","s10avi_91","s10avi_92i","s10avi_92ii","s10avi_93","s10avi_94i","s10avi_94ii","s10avi_95","s10avi_96i","s10avi_96ii","s10avi_97","s10avi_98i","s10avi_98ii","s10avi_99","s10avi_100i","s10avi_100ii","s10avi_101","s10avi_102i","s10avi_102ii","s10avi_103i","s10avi_103ii","s10avi_104i","s10avi_104ii","s10avi_105","hhno"
7,125,270,29,1,2,,,,,,1,,2,2,,,1,2,,2,,,2,,,,,,1,,20,2,,,1,,5,2,,,1,1,,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,2,,2,,,2,,,,,10,,7,107270029
7,125,270,30,1,2,,,,,,1,,10,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,9,,7,107270030
7,125,270,30,2,1,,30,2,,,1,,10,2,,,1,1,,2,,,2,,,,,,1,,30,2,,,2,,,,,,1,,15,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,,,30,9,,7,107270030
7,125,270,30,3,1,,30,2,,,1,,10,2,,,2,,,,,,1,1,,2,,,1,,40,2,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,9,,2,107270030
7,125,270,34,1,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,1,2,,2,,,2,,,,,8,,7,107270034
7,125,270,34,4,2,,,,,,1,,10,2,,,1,1,,2,,,2,,,,,,1,1,,2,,,1,,10,2,,,1,,15,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,30,,,10,,6,107270034
7,125,270,35,1,1,1,,2,,,2,,,,,,1,2,,2,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,9,,7,107270035
7,125,270,35,3,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,,40,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,9,,2,107270035
7,125,270,35,4,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,1,,40,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,11,,1,107270035
7,125,270,37,1,2,,,,,,2,,,,,,1,,,2,,,2,,,,,,1,1,,2,,,2,,,,,,1,,15,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,,,2,,,2,,,,,9,,7,107270037
7,125,270,37,2,2,,,,,,1,,30,2,,,2,,,,,,1,,30,2,,,1,,40,2,,,1,,12,2,,,1,,15,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,,2,,,2,,,,,9,,2,107270037
7,125,270,37,3,2,,,,,,1,,20,2,,,1,1,,2,,,1,,30,2,,,1,,50,2,,,1,,10,2,,,1,,15,2,,,1,,40,2,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,1,,,2,,,2,,,,,8,,2,107270037
7,125,270,39,1,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,1,2,,2,,,2,,,,,9,,7,107270039
7,125,270,39,2,2,,,,,,2,,,,,,1,,30,2,,,1,,45,2,,,1,1,,2,,,1,,10,2,,,1,,12,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,1,3,,2,,,1,,,,30,9,,7,107270039
7,126,271,3,1,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,,,,,,,2,,,,,,1,,30,,10,8,,5,107271003
7,126,271,3,2,2,,,,,,1,3,,2,,,1,2,,2,,,2,,,,,,1,1,,2,,,1,,15,2,,,1,,5,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,,,,,,,1,,45,2,,,1,,30,,10,8,,3,107271003
7,126,271,4,1,1,,20,2,,,2,,,,,,1,,25,2,,,2,,,,,,1,,25,2,,,1,,20,2,,,1,,20,,,,1,1,,2,,,1,3,,2,,,2,,,,,,2,,,1,2,,,,,,,,2,,,,,,2,,,,,8,,4,107271004
7,126,271,4,2,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,45,2,,,2,,,,,,2,,,,,,2,,,,,,1,,10,,,,2,,,,,,1,1,30,1,,30,,,,,,,1,1,,,,,2,,,,,7,,5,107271004
7,126,271,5,1,2,,,,,,1,,10,2,,,1,1,,2,,,1,,30,2,,,1,1,,2,,,1,,30,,,,1,,5,,,,1,1,,2,,,2,,,,,,2,,,,,,1,1,,2,,,1,,30,2,,,1,1,,2,,,2,,,,,7,,5,107271005
7,126,271,6,1,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,1,,30,2,,,1,2,,2,,,1,3,,,,,2,,,,,8,,5,107271006
7,126,271,6,2,2,,,,,,2,,,,,,2,,,,,,1,,20,2,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,1,4,,2,,,1,2,,,,,2,,,,,8,,5,107271006
7,126,271,8,1,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,6,,2,,,1,,30,,,,2,,,,,8,,5,107271008
7,126,271,8,2,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,1,2,,,,,2,,,,,8,,5,107271008
7,126,271,8,3,2,,,,,,1,1,,2,,,1,,20,2,,,2,,,,,,1,1,,2,,,1,,10,2,,,1,,20,2,,,1,1,,2,,,2,,,,,,2,,,,,,1,2,,,,,1,,30,2,,,1,4,,,,,2,,,,,8,,5,107271008
7,126,271,12,1,1,1,,2,,,1,,10,2,,,1,1,,2,,,2,,,,,,1,,30,2,,,2,,,,,,1,1,,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,10,,7,107271012
7,126,271,12,2,1,1,,2,,,1,,10,2,,,2,,,,,,1,,10,2,,,1,,30,2,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,1,2,,2,,,2,,,,,10,,5,107271012
7,126,271,14,1,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,12,,0,107271014
7,126,271,14,2,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,12,,0,107271014
7,126,271,17,1,1,1,,2,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,11,,6,107271017
7,126,271,17,2,1,1,,1,1,,1,,15,1,,15,1,1,,1,1,,1,,10,2,,,1,,30,1,,30,1,,5,2,,,1,,30,1,,30,1,2,,1,2,,2,,,,,,2,,,,,,1,1,,2,,,1,1,,2,,,1,4,,1,4,,1,3,,3,,10,,6,107271017
7,126,271,18,1,1,1,,2,,,1,,15,2,,,1,,30,2,,,2,,,,,,1,,30,2,,,1,,3,2,,,1,1,,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,1,6,,2,,,1,1,,2,,,2,,,,,10,,6,107271018
7,126,271,23,1,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,5,,2,,,2,,,,,,2,,,,,11,,7,107271023
7,126,271,23,2,1,1,,2,,,2,,,,,,1,1,,2,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,11,,7,107271023
7,126,271,23,3,1,1,,2,,,2,,,,,,2,,,,,,1,,20,2,,,1,,30,2,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,3,,2,,,1,2,,2,,,2,,,,,9,,7,107271023
7,126,271,24,1,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,1,1,,2,,,2,,,,,9,,5,107271024
7,126,271,24,2,2,,,,,,1,2,,2,,,1,12,,2,,,1,,30,2,,,1,1,,2,,,1,,12,2,,,1,,15,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,3,,2,,,1,,30,,,9,,6,107271024
7,126,271,26,1,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,1,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,,,,,,,1,3,,2,,,2,,,,,6,,5,107271026
7,126,271,26,2,2,,,,,,1,1,,2,,,1,,45,2,,,1,,45,2,,,1,1,,2,,,1,,15,2,,,1,,12,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,,,,,,,1,1,,2,,,2,,,,,9,,2,107271026
7,126,271,28,1,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,6,,2,,,1,2,,2,,,1,1,,1,,10,,7,107271028
7,126,271,28,2,1,1,,1,1,,1,,20,1,,20,1,1,,1,1,,2,,,,,,1,,40,1,,40,2,,,,,,1,1,,1,1,,1,2,,1,2,,2,,,,,,2,,,,,,2,,,,,,1,2,,1,2,,2,,,,,,1,3,,3,,10,,7,107271028
7,126,271,28,8,1,1,,2,,,1,,20,2,,,2,,,,,,1,,10,2,,,2,,,,,,1,,20,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,1,1,,2,,,1,2,,2,,,2,,,,,10,,5,107271028
7,126,271,30,1,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,30,2,,,2,,,,,9,,7,107271030
7,126,271,30,3,2,,,,,,1,2,,2,,,1,,30,,,,1,,30,2,,,1,1,,2,,,1,,10,2,,,1,,15,2,,,1,1,,2,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,1,1,,2,,,1,,,,30,8,,7,107271030
7,126,271,32,1,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,1,6,,2,,,1,2,,2,,,1,1,,1,,10,,7,107271032
7,126,271,32,2,1,1,,1,1,,1,,10,1,,10,1,,30,1,,30,2,,,,,,1,,20,1,,20,1,,5,1,,5,1,1,,1,1,,1,2,,1,2,,2,,,,,,2,,,,,,2,,,,,,1,2,,1,2,,1,1,,1,1,,1,3,,3,,10,,7,107271032
7,126,272,1,1,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,1,,2,,,2,,,,,,1,,5,2,,,2,,,,,,2,,,,,,2,,,,,,1,,5,2,,,1,,30,2,,,2,,,,,,2,,,,,3,,5,107272001
7,126,272,2,1,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,30,,,,2,,,,,,2,,,,,6,,7,107272002
7,126,272,2,2,2,,,,,,2,,,,,,1,4,,2,,,2,,,,,,1,1,,2,,,1,,30,2,,,1,,30,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,,30,,,,2,,,,,,2,,,,,8,,5,107272002
7,126,272,3,1,1,,30,2,,,2,,,,,,1,2,,2,,,2,,,,,,2,,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,4,,2,,,1,,30,2,,,1,,30,,,10,,7,107272003
7,126,272,3,2,1,,30,1,,30,1,,20,2,,,1,2,,2,,,2,,,,,,1,2,,1,2,,1,,30,2,,,1,1,,1,1,,1,1,,1,1,,2,,,,,,2,,,,,,2,,,,,,1,4,,2,,,1,2,,2,,,1,,,,30,10,,3,107272003
7,126,272,5,1,2,,,,,,1,,30,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,1,1,,,20,8,,7,107272005
7,126,272,5,2,1,,30,1,,30,1,,30,1,,30,1,2,,1,2,,1,,20,1,,20,1,1,,1,1,,1,,30,1,,30,1,,30,1,,30,1,1,,1,1,30,2,,,,,,2,,,,,,2,,,,,,1,4,,1,4,,2,,,,,,1,6,,1,,10,,5,107272005
7,126,272,6,1,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,1,,20,,20,10,,7,107272006
7,126,272,6,2,1,,20,2,,,1,1,,2,,,1,2,,2,,,2,,,,,,1,2,,,,,1,,20,2,,,1,,20,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,1,,,,,10,,,107272006
7,126,272,7,1,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,5,,2,,,2,,,,,,1,,,,,11,,7,107272007
7,126,272,7,2,1,1,,2,,,2,,,,,,1,1,,2,,,2,,,,,,1,,30,2,,,2,,,,,,1,1,,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,1,2,,2,,11,,7,107272007
7,126,272,7,3,1,1,,2,,,2,,,,,,1,1,,2,,,2,,,,,,1,,30,2,,,2,,,,,,1,1,,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,1,3,,,,,1,2,,2,,10,,6,107272007
7,126,272,8,1,1,1,,2,,,2,,,,,,1,1,,2,,,2,,,,,,1,,30,2,,,1,,5,2,,,1,1,,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,1,4,,2,,,2,,,,,,2,,,,,10,,7,107272008
7,126,272,9,1,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,4,,2,,,2,,,,,,2,,,,,10,,7,107272009
7,126,272,9,2,1,1,,2,,,1,,10,2,,,1,1,,2,,,2,,,,,,1,,30,2,,,1,,5,2,,,1,1,,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,10,,7,107272009
7,126,272,10,1,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,40,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,4,,2,,,2,,,,,,2,,,,,10,,7,107272010
7,126,272,10,6,1,1,,2,,,1,,10,2,,,1,1,30,2,,,2,,,,,,1,,30,2,,,1,,6,2,,,1,,40,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,10,,6,107272010
7,126,272,11,1,1,1,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,10,,7,107272011
7,126,272,11,2,1,1,,,,,1,,15,2,,,1,1,,2,,,2,,,,,,1,,30,2,,,1,,6,2,,,1,1,,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,10,,6,107272011
7,126,272,12,1,2,,,,,,2,,,,,,1,1,,,,,2,,,,,,1,,40,,,,2,,,,,,1,,15,2,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,,,30,9,,7,107272012
7,126,272,13,1,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,9,,7,107272013
7,126,272,16,1,2,,,,,,2,,,,,,2,,,,,,1,,15,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,,,30,9,,6,107272016
7,126,272,16,2,1,,,,,,1,,30,1,,30,1,2,,1,2,,2,,,,,,1,1,,1,1,,1,,15,2,,,1,,15,2,,,1,1,,2,,,,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,,1,,9,,5,107272016
7,126,272,17,1,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,9,,6,107272017
7,126,272,17,2,2,,,,,,1,2,,1,2,,1,2,,1,2,,1,,30,1,,30,1,1,,1,1,,1,,12,1,,12,1,,15,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,1,1,,2,,,,,,1,,30,1,,8,,7,107272017
7,126,272,18,1,2,,,,,,1,1,,2,,,1,1,,2,,,2,,,,,,1,1,,2,,,2,,,,,,1,,15,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,,,30,8,,6,107272018
8,147,273,3,1,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,1,,30,,,9,,7,108273003
8,147,273,3,2,1,1,30,2,,,1,,45,2,,,1,4,,2,,,1,1,,2,,,1,1,30,2,,,1,,5,2,,,1,1,,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,1,1,,,30,10,,7,108273003
8,147,273,3,8,1,2,,2,,,1,,45,2,,,2,,,,,,1,,30,2,,,1,1,,2,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,1,,15,,15,10,,7,108273003
8,147,273,4,1,2,,,,,,2,,,,,,2,,,,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,10,,7,108273004
8,147,273,4,2,1,1,,1,1,,1,,45,1,,45,1,1,,1,1,,1,,30,1,,30,1,,45,1,,45,1,,10,1,,10,1,,20,1,,20,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,,,15,10,,7,108273004
8,147,273,9,1,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,1,,30,,,,2,,,,,,1,1,,1,20,,,7,108273009
8,147,273,9,2,1,1,,1,1,,1,2,,1,2,,2,,,,,,2,,,,,,,,,,,,1,,30,1,,,1,,15,1,,15,1,1,,1,1,,2,,,,,,2,,,,,,2,,,,,,,,,,,,2,,,,,,1,1,,2,,,,7,108273009
8,147,273,14,1,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,1,1,,,30,10,,7,108273014
8,147,273,14,2,1,3,,2,,,1,,45,2,,,1,4,,2,,,1,,30,2,,,1,1,30,2,,,1,,10,2,,,1,,30,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,1,1,,,30,9,,7,108273014
8,147,273,14,3,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,2,,,,,8,,7,108273014
8,147,273,15,1,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,2,,,,,10,,7,108273015
8,147,273,28,1,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,4,,2,,,2,,,,,,1,,,,,,,7,108273028
8,147,273,28,2,1,2,,1,2,,1,,30,1,,30,1,,25,1,,25,1,,30,1,,30,1,,35,1,,35,1,,20,1,,20,1,,15,1,,15,1,1,,1,1,,2,,,,,,2,,,,,,2,,,,,,1,4,,1,4,,2,,,,,,1,,,,30,,,7,108273028
8,147,273,30,1,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,1,,,30,10,,7,108273030
8,147,273,30,2,1,2,,1,2,,1,,45,1,,45,1,4,,1,4,,1,1,,2,,,1,1,30,2,,,1,,30,2,,,1,1,,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,30,1,,9,,7,108273030
8,147,273,36,1,1,,30,2,,,1,,30,2,,,1,1,,2,,,1,,30,2,,,1,,45,2,,,1,,15,2,,,1,,15,2,,,1,1,,2,,,2,,,,,,2,,,,,,1,1,30,2,,,1,1,,2,,,2,,,,,,2,,,,,10,,7,108273036
8,147,273,38,1,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,,,,,,,2,,,,,,1,3,,2,,,1,3,30,2,,,2,,,,,,1,1,,2,,,,7,108273038
8,147,273,42,1,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,10,,7,108273042
8,147,273,42,2,1,,45,2,,,1,,30,2,,,1,1,,2,,,1,,45,2,,,1,,30,2,,,1,,20,2,,,1,,15,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,10,,7,108273042
8,147,273,42,4,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,10,,7,108273042
8,147,273,50,1,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,1,,30,,15,,45,7,108273050
8,147,273,50,3,2,,,,,,2,,,,,,2,,,,,,1,,15,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,1,3,,2,,,2,,,,,,2,,,,,,,2,108273050
8,147,273,50,7,1,2,,1,2,,1,1,,1,1,,1,,45,1,,45,2,,,,,,1,,30,1,,30,1,,25,1,,25,1,,20,1,,20,1,1,,1,1,,2,,,,,,2,,,,,,2,,,,,,1,2,,1,2,,2,,,,,,1,1,30,1,,1,,7,108273050
8,147,273,56,1,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,2,,2,,,2,,,,,,1,1,,,30,10,,7,108273056
8,147,273,56,2,1,,,,,,1,,30,2,,,2,,,,,,1,1,,2,,,1,1,,2,,,2,,,,,,1,,30,2,,,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,1,,30,1,,11,,7,108273056
8,147,273,56,4,1,,,,,,1,,45,2,,,1,4,,2,,,1,,30,2,,,1,1,30,2,,,1,,30,2,,,1,,15,2,,,1,1,,2,,,2,,,,,,2,,,,,,1,1,,2,,,1,1,,2,,,2,,,,,,1,,30,1,,9,,7,108273056
8,147,273,60,2,1,,30,2,,,1,,30,1,,30,1,1,1,1,1,,1,,30,1,,30,1,,45,1,,45,1,,10,1,,10,1,,10,1,,10,1,1,30,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,,1,1,,2,,,,,,1,,,,30,9,,7,108273060
8,147,273,63,1,2,,,,,,2,,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,30,2,,,1,3,,2,,,1,1,,2,,,1,1,,,45,1,30,7,108273063
8,147,273,63,2,1,1,,2,,,1,2,,2,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,1,,15,,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,1,1,30,2,,,1,1,,2,,,1,2,,1,,2,,7,108273063
8,147,273,63,3,1,1,,2,,,1,2,,2,,,2,,,,,,1,,25,2,,,1,,25,2,,,1,,30,1,,,1,,15,,,,1,1,,2,,,2,,,,,,2,,,,,,1,1,,2,,,1,2,,2,,,1,1,,2,,,2,,,,,,,7,108273063
8,147,273,66,1,1,2,,2,,,1,,30,2,,,1,3,,2,,,1,1,,2,,,1,1,30,2,,,1,,5,2,,,1,1,,2,,,1,,45,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,1,,30,1,,10,,7,108273066
8,150,274,6,1,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,2,,,,,,2,,,,,,1,,30,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,9,,7,108274006
8,150,274,10,1,2,,,,,,2,,,,,,2,,,,,,1,1,,2,,,1,,30,2,,,1,,5,2,,,1,,5,2,,,1,1,,2,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,,,,,11,,7,108274010
