"id1","id2","hhno","nr_sid","s2b_3","s2b_4","s2b_5","s2b_6","s2b_7","s2b_8","s2b_9","s2b_10","s2b_11","s2b_12","s2b_13","s2b_14","s2b_15","s2b_16","s2b_17","s2b_18","s2b_19","s2b_20"
3,43,103093015,1,1,1963,,35,92,12,2009,17,1,,100,1,,1,,,,7
3,43,103093017,1,3,,21,24,22,1,2008,6,2,2009,,1,,1,,13,46,
3,43,103093017,2,2,1943,19,22,22,1,2008,6,4,2009,,1,,1,,13,46,
3,43,103093031,1,1,1982,,24,14,3,2004,4,0,,0,1,,1,,5,37,
3,43,103093034,1,1,1962,42,34,22,3,2005,4,0,,24,1,,1,,11,43,
3,43,103094063,1,1,1969,24,42,8,10,2009,1,1,2009,80,1,,1,,,,22
3,43,103095035,1,1,1967,,,30,6,2006,1,,2006,30,1,,1,,,,21
3,43,103095061,1,1,1944,,63,30,9,888,1,36,,104,1,,1,,12,43,
3,43,103095063,1,1,1978,,20,30,1,2008,6,,,52,1,,1,,4,71,
3,43,103095075,1,1,1951,,,30,3,888,6,,2008,,1,,1,,11,,
3,43,103096039,1,1,1952,,23,21,1,2010,6,200,,,1,,1,,11,,
3,43,103096051,1,1,1944,,48,22,5,2010,1,30,,50,1,,1,,12,,
3,43,103096053,1,1,1944,,,22,8,2009,1,40,,50,1,,1,,,37,
3,43,103096085,1,1,1982,,26,22,3,888,4,6,2010,30,1,,1,,11,43,
3,43,103096086,1,1,1950,,52,22,3,888,3,52,2010,300,1,,1,,5,43,
3,43,103097017,1,1,1956,,42,3,1,2008,4,0,2008,15,1,,1,,13,19,
3,43,103098017,2,4,1973,20,26,14,2,2008,5,,,46,1,,1,,4,79,
3,43,103098017,1,3,1969,24,24,14,3,2007,4,,,15,1,,1,,5,40,
3,43,103098052,1,1,1959,,29,8,9,2004,1,,2008,,1,,1,,13,43,
3,44,103089028,1,1,1975,,33,92,10,2009,2,1,,156,1,,1,,,,21
3,44,103091088,1,1,1965,,24,17,1,1998,6,1,2009,365,1,,1,,,,26
3,44,103091113,1,1,1979,,26,4,1,2008,7,2,,5,1,,1,,11,44,
4,3,104101039,1,1,,,24,30,1,2007,7,,2007,16,1,,1,,13,54,
4,3,104101079,1,1,,,,30,3,2007,7,4,,16,1,,1,,5,37,
4,3,104101107,1,1,,,,30,3,2007,4,46,,50,1,,1,,11,53,
4,3,104102010,1,1,,23,,30,1,1986,4,,2009,22,1,,1,,5,35,
4,3,104103043,1,1,,,,30,3,2008,6,24,,,,,1,,11,,
4,6,104114016,1,2,1944,22,22,30,1,2008,9,,,,1,,1,,13,80,
4,6,104115007,1,2,1960,,,30,10,2009,1,20,2009,60,1,,1,,13,20,
4,6,104115017,1,1,1935,,,30,3,2009,4,50,,0,1,2,,,10,48,
4,7,104117034,1,1,1939,,47,30,1,1999,6,5,,,1,,1,,12,50,
4,7,104119027,1,1,1967,,25,30,1,2001,4,1,,52,1,,1,,13,37,
4,7,104119034,1,1,1957,,46,30,10,888,5,12,,20,1,,1,,11,55,
4,46,104107021,1,1,,10,,30,9,2004,1,3,,30,1,,1,,5,35,
4,46,104107040,1,1,,,,30,1,2006,4,2,,0,1,,1,,11,46,
4,46,104108005,1,1,,,,30,1,2009,6,3,,,1,,1,,11,46,
4,46,104108005,2,1,,,,30,1,2009,6,4,,,1,,1,,11,46,
4,46,104108005,3,1,,,,30,1,2009,,1,,,1,,1,,11,46,
4,46,104108017,1,1,,,,30,1,2008,6,38,,0,1,,1,,11,46,
4,46,104108018,1,1,,,,30,1,2,6,15,,0,1,,1,,12,46,
4,46,104108025,1,3,,,,30,1,2007,6,8,,,1,,1,,11,46,
4,46,104108036,1,1,,,19,30,1,10,6,30,2009,,1,,1,,11,46,
4,46,104108036,2,1,,,,30,1,7,6,21,2009,,1,,1,,11,46,
4,46,104109028,1,1,,,,30,3,2007,6,3,2009,6,1,,1,,12,59,
4,46,104109051,1,1,,8,,30,1,7,6,,2008,,1,,1,,11,46,
4,49,104120006,1,1,1931,,,14,8,2008,18,3,,12,1,,1,,3,26,
4,49,104120010,1,1,1942,,,30,3,1985,6,,2003,,1,,1,,,,2
4,49,104120028,1,1,1982,24,24,30,6,2008,5,20,,160,1,,1,,12,49,
4,49,104120060,1,1,1980,888,27,41,2,888,13,5,,12,1,,1,,12,49,
4,49,104121023,1,1,1973,,31,41,3,2006,4,10,,,1,,1,,12,49,
4,49,104121091,1,1,,,,41,8,2001,1,1,,56,1,,1,,12,50,
4,49,104123029,1,6,,,2,41,3,888,5,25,,45,1,,1,,5,41,
4,49,104123035,1,1,1978,,,30,3,2009,4,2,,20,1,,1,,13,55,
4,49,104124002,1,1,1966,888,43,30,10,2010,1,45,,,1,,7,1,11,49,
4,49,104124014,1,1,,,,30,8,,1,2,,18,1,,1,,12,75,
4,50,104126004,1,1,1964,888,32,41,3,2010,5,250,,250,1,,1,,11,50,
4,50,104342022,1,1,1930,,,30,1,2010,6,45,,0,1,,1,,12,50,
4,50,104342026,1,1,,,,30,2,888,6,20,,0,1,,1,,12,50,
4,51,104127008,1,1,,,,30,1,2009,5,30,2009,,1,,1,,12,51,
4,51,104127011,1,1,1943,65,41,30,3,2009,6,2,2009,15,1,,1,,13,25,
4,51,104127041,1,2,1972,32,30,30,6,888,6,3,,5,1,,1,,12,51,
4,51,104133009,1,1,1960,,,,1,2007,6,0,2007,0,1,,1,,12,49,
4,51,104133043,1,1,1977,,27,30,3,2007,1,2,,20,1,,1,,5,41,
4,51,104133045,1,1,1964,42,26,30,3,2006,5,50,2010,,1,,1,,5,35,
4,53,104105012,1,1,,,,30,1,2008,7,0,2008,48,1,,1,,,,1
4,53,104105030,1,1,1983,888,,30,1,2009,5,30,2009,50,1,,1,,11,,
4,53,104105035,1,1,1959,22,22,30,1,1991,6,30,2009,,1,,1,,11,54,
4,53,104105036,1,1,1954,35,16,30,1,888,6,30,,0,1,,1,,11,54,
4,54,104104007,1,1,,,,30,3,2009,3,30,,0,1,,1,,12,54,
4,54,104106034,1,1,1970,,39,30,9,2008,14,6,,40,,,1,,11,54,
4,54,104106054,1,1,1957,,28,30,1,2007,4,16,2009,,1,,1,,11,54,
4,58,104129016,1,1,1986,15,22,90,1,888,5,55,2010,,1,,1,,13,58,
4,58,104129017,1,1,1989,20,19,90,1,2010,6,35,2010,,1,,1,,12,59,
4,58,104130023,1,1,1959,20,20,30,3,2004,4,1,,12,1,,1,,12,55,
4,58,104130043,1,1,,,,30,3,2008,4,15,,55,1,,1,,13,43,
4,58,104131015,1,1,1967,,32,30,2,888,4,200,,60,1,,1,,11,58,
4,58,104131017,1,1,1969,,20,30,1,2009,4,22,,1,1,,1,,,54,
4,58,104131021,1,1,1980,,16,30,1,2009,5,5,,0,1,,1,,12,54,
4,58,104131028,1,1,,,,90,1,2010,6,105,2010,0,1,,1,,12,58,
4,58,104131033,1,1,1959,888,47,91,1,888,4,185,,0,1,,1,,11,58,
4,58,104131056,1,1,1964,,35,30,3,2004,4,156,,20,1,,1,,11,58,
4,58,104132009,3,1,1982,,,,1,2003,6,13,,0,1,,1,,12,58,
4,58,104132009,1,1,1969,,,,1,2001,6,15,,0,1,,1,,12,58,
4,58,104132009,4,1,1980,,,,1,2005,6,17,,0,1,,1,,12,58,
4,58,104132009,2,1,1979,,,,1,2001,6,12,,0,1,,1,,12,58,
4,58,104132018,1,1,,,,90,1,2006,4,0,2009,0,1,,1,,12,58,
4,58,104132019,1,1,,,,91,1,888,4,0,,0,1,,1,,12,58,
4,59,104128028,1,1,1960,,,47,2,2008,4,70,,105,1,,6,1,11,59,
4,59,104128062,1,1,,,,91,1,2009,4,200,,,1,,1,,11,,
4,60,104110002,1,1,,,,30,3,888,1,10,2009,30,1,,1,,13,60,
4,60,104110009,1,1,1969,21,21,30,3,2006,6,10,,,1,,1,,11,60,
4,60,104110011,1,1,1939,24,24,30,8,2006,1,3,,10,1,,1,,13,60,
4,60,104110021,1,1,1955,,,30,2,2003,4,5,,200,1,,1,,13,60,
4,60,104111010,1,1,,,,30,1,2006,4,1,,10,1,,1,,5,35,
4,60,104111078,1,1,,,,30,3,2009,5,52,2009,365,1,,1,,13,60,
4,60,104112034,1,1,1964,22,22,30,3,888,4,10,,45,1,,1,,13,40,
4,60,104112044,1,1,,,,30,1,2006,6,,1995,,1,,1,,12,60,
4,60,104112056,1,1,,,,30,1,2008,6,5,,,1,,1,,12,60,
4,60,104113089,1,1,1959,,30,30,6,2004,5,4,,,1,,1,,5,35,
4,62,104118008,1,1,1956,888,47,30,3,888,11,104,,52,1,,1,,11,55,
4,62,104118011,1,2,1937,,35,30,3,2009,8,3,,12,1,,1,,5,3,
4,62,104118035,1,1,1941,,45,30,2,2009,8,80,,,1,,1,,11,55,
5,5,105147062,1,1,1947,,52,4,8,2002,1,253,2009,84,1,,1,,12,80,
5,7,105155024,1,1,1941,,19,6,8,1993,12,0,,50,1,,1,,,,21
5,7,105156041,1,1,1934,,21,21,1,2003,4,1,,20,1,,1,,13,,
5,7,105156068,1,2,1986,,,21,2,2009,6,20,,2,1,,1,,12,72,
5,8,105158014,1,1,,,,8,3,2001,5,0,,1,1,,1,,4,79,
5,8,105158024,1,4,1941,,,6,12,7,5,0,2003,20,1,,1,,12,72,
5,8,105158025,1,1,1950,,22,4,1,888,4,6,,50,1,,1,,12,63,
5,8,105158034,1,1,,,,8,1,1999,7,48,2009,0,1,,1,,12,76,
5,8,105158035,1,1,1962,,28,4,6,2009,12,1,,58,1,,1,,,,28
5,8,105159002,1,1,,,41,4,6,2005,5,3,,30,1,,1,,4,79,
5,8,105159005,1,1,1944,,,8,3,2004,4,50,,10,1,,1,,4,79,
5,8,105159016,1,1,33,,24,15,6,2009,4,6,,365,1,,1,,13,75,
5,8,105160016,1,1,1957,,27,8,8,2009,5,200,,365,1,,1,,13,64,
5,8,105160027,1,1,,,27,6,3,2007,4,40,2009,200,1,,1,,5,35,
5,8,105160032,1,1,1969,23,26,30,2,2008,4,300,,200,1,,1,,4,79,
5,9,105161003,1,1,1955,,,4,1,,5,24,,,1,,1,,13,64,
5,9,105161011,1,1,1957,,22,44,3,888,5,2,,10,1,,1,,5,35,
5,9,105161036,1,1,,,,91,1,888,6,360,,10,1,,1,,11,64,
5,9,105162008,1,1,1971,,23,4,1,2009,6,100,,50,1,,1,,11,64,
5,9,105162019,2,1,1973,,24,4,1,2009,6,10,,50,1,,1,,12,64,
5,9,105162019,1,1,1927,,,4,1,2007,5,48,,200,1,,1,,13,64,
5,9,105162020,1,1,1967,,18,30,1,2,6,2,,50,1,,1,,12,63,
5,9,105163047,1,1,1985,,22,8,3,2010,4,100,,200,1,,1,,12,80,
5,9,105163065,1,1,1970,,34,21,1,2009,4,48,,300,1,,1,,11,67,
5,9,105163078,1,1,1964,,,8,3,6,5,12,,150,1,,1,,5,35,
5,10,105164019,1,1,1968,,22,30,1,2,6,300,,360,1,,1,,11,63,
5,10,105164020,1,1,1963,,27,30,3,2010,6,200,,300,1,,1,,12,63,
5,10,105164031,1,1,,,,30,1,2008,6,10,,20,1,,1,,12,63,
5,10,105165027,1,1,1983,,18,44,12,2010,4,10,,20,1,,1,,12,63,
5,10,105165031,1,1,1948,20,,44,3,2010,5,140,,150,1,,1,1,13,63,
5,10,105165042,1,1,1986,888,20,44,3,2010,5,50,,300,1,,1,,11,63,
5,11,105166012,1,1,60,,,21,1,2007,6,14,,0,1,,1,,12,12,
5,11,105166060,1,1,1965,18,18,21,1,2010,5,50,2010,100,1,,1,,12,78,
5,12,105168009,1,1,1969,,32,30,3,2008,5,4,,200,1,,1,,12,10,
5,12,105168025,1,1,1970,25,25,21,1,2009,4,100,,300,1,,1,,13,43,
5,12,105168043,1,1,1955,,,21,12,888,4,1,,100,1,,1,,12,79,
5,12,105168044,1,1,1937,,28,30,1,2009,6,12,,50,1,,1,,12,,
5,12,105168052,1,1,1977,,30,30,12,2009,4,50,,40,1,,1,,11,78,
5,12,105168054,1,1,1980,,27,21,1,2010,4,365,,365,1,,1,,13,78,
5,12,105168082,1,1,1936,,19,30,1,2004,4,1,,,1,,1,,12,82,
5,12,105168088,1,1,1977,,28,21,3,2009,8,52,2009,365,1,,1,,5,35,
5,12,105169038,1,1,1969,,20,21,3,2009,4,100,,150,,,1,,13,78,
5,12,105169038,2,1,1959,,25,21,2,2009,4,100,,150,,,1,,13,78,
5,12,105170007,1,1,1953,,55,21,1,2010,4,5,,,1,,3,1,12,81,
5,12,105170008,1,1,1967,-8,23,21,3,2009,5,12,,,1,,1,,12,78,
5,12,105170010,1,2,1975,,29,21,3,2009,5,100,,,1,,1,,12,83,
5,12,105170036,1,1,1936,,,21,8,2009,6,10,2009,30,1,,1,,13,78,
5,12,105170037,1,1,1975,,27,21,3,2010,4,100,,300,1,,1,,13,64,
5,13,105171008,1,1,1973,,44,,3,888,4,35,,365,1,,1,,13,66,
5,13,105171010,1,1,1957,888,26,44,1,2004,4,0,,0,1,,1,,11,66,
5,13,105171018,1,2,1962,,44,44,3,888,5,12,,200,1,,1,,11,66,
5,13,105171022,1,1,,,,30,1,2008,6,12,,0,1,,1,,12,,
5,14,105173004,1,1,1968,,39,30,12,888,4,200,,12,1,,1,,11,75,
5,14,105173029,1,1,,,,30,1,,6,200,,10,1,,1,,11,75,
5,14,105174008,1,1,1967,,20,30,12,2006,6,12,,25,1,,1,,11,75,
5,14,105174011,1,1,1949,,,30,1,2009,6,40,,,1,,1,,11,75,
5,14,105174054,1,1,1953,,18,30,3,2010,4,1,,100,5,2,1,,12,54,
5,14,105174055,1,1,1949,,30,30,1,2008,6,,,12,1,,1,,,,2
5,15,105175007,1,1,1969,,,15,3,2009,5,12,,20,1,,1,,12,75,
5,15,105175028,1,1,1973,15,34,14,3,2004,5,100,,80,1,,1,,13,77,
5,15,105175070,1,1,1958,36,38,14,1,2009,4,,2005,25,1,,1,,12,,
5,15,105175102,1,1,1967,,42,15,2,888,4,360,,200,1,,1,,13,77,
5,15,105175105,1,1,1961,,47,71,9,,3,300,,30,1,,1,,13,77,
5,15,105176005,1,1,1954,,38,8,2,2005,5,11,,10,1,,1,,13,33,
5,15,105176008,1,1,1953,29,35,15,2,2007,5,3,,50,1,,1,,9,13,
5,15,105177001,1,1,1957,,25,30,1,2010,6,12,,200,1,,1,,11,74,
5,15,105177002,1,1,1964,,15,30,1,2010,6,2,,200,1,,1,,11,74,
5,15,105177009,1,1,1974,,20,30,1,2010,6,4,,200,1,,1,,11,74,
5,15,105177010,2,1,1978,,29,21,1,2010,4,365,,365,1,,1,,12,74,
5,15,105177010,1,1,1979,,21,30,3,2010,4,100,,300,1,,1,,13,75,
5,15,105177011,1,1,1992,15,15,30,1,2010,4,365,,365,1,,1,,13,74,
5,15,105177017,1,1,1942,,,21,1,2009,6,1,,15,1,,1,,11,,
5,15,105177027,1,1,,,,30,1,2010,6,10,,100,1,,1,,12,74,
5,66,105172005,1,1,1959,31,,,3,2009,1,3,,52,1,,1,,5,35,
5,66,105172015,1,1,,,,44,1,2008,4,0,2008,0,1,,1,,11,,
5,66,105172019,1,2,,,,,1,2009,6,300,2009,0,1,,1,,,66,
5,66,105172026,1,1,1971,888,35,44,1,2008,1,1,,0,1,,1,,13,72,
5,67,105149025,1,2,1982,21,21,4,2,2009,4,10,2009,0,1,,1,,11,67,
5,67,105149044,1,1,1981,,28,21,1,2009,4,36,2009,350,1,,1,,13,67,
5,67,105150006,1,2,1969,,19,8,3,2006,5,170,2010,,1,,1,,11,,
5,67,105150055,1,1,1975,,26,8,1,2009,7,170,,60,1,,1,,5,35,
5,67,105151004,1,1,1949,19,39,17,3,2008,5,10,,,1,,1,,13,12,
5,67,105151010,1,1,,,,6,3,2008,5,3,,20,1,,1,,12,71,
5,67,105151011,1,3,,,20,6,3,2008,5,10,,10,1,,1,,13,73,
5,67,105151014,1,1,,,,62,1,2009,4,10,,,1,,1,,7,156,
5,67,105152005,1,1,1954,,25,8,8,2000,5,4,,30,1,,1,,13,74,
5,67,105153050,1,1,1952,,58,6,5,888,3,50,,80,1,,1,,13,,
5,67,105154040,1,1,1978,2,,6,3,2008,5,18,2009,30,1,,1,,5,43,
5,68,105137011,1,1,1976,,29,14,3,2007,,100,,40,1,,1,,11,,
5,69,105134030,1,2,,,,21,6,,5,200,,200,1,,1,,13,,
5,69,105135020,1,1,1970,,35,8,3,888,5,20,2010,30,1,,1,,11,69,
5,70,105136010,1,1,1959,49,36,8,2,2008,6,24,2009,,1,,1,,12,70,
5,70,105136029,1,1,1977,,30,8,1,888,6,54,2010,,1,,1,,11,70,
5,70,105136030,1,1,1961,47,22,8,3,2010,6,162,2010,,1,,1,,11,70,
5,70,105136034,1,1,1974,,32,8,6,888,6,200,2010,,1,,1,,11,70,
5,70,105138009,1,1,,16,16,6,1,2009,4,1,,0,1,,1,,13,70,
5,70,105138023,1,1,1975,23,25,6,3,2009,4,0,,13,1,,1,,13,65,
5,71,105148060,1,3,,,,6,6,1,4,20,,10,1,,1,,12,144,
5,73,105142024,1,1,1975,,28,14,10,2007,20,24,,40,1,,1,,9,13,
5,73,105142037,1,1,1965,,30,6,3,2007,8,60,,25,1,,1,,13,73,
5,80,105143007,1,1,1947,,28,4,3,2,4,25,,0,1,,1,,13,80,
5,80,105144007,1,3,1984,23,23,8,2,2008,9,20,,3,1,,1,,12,80,
5,80,105144019,1,1,1951,,35,5,8,1999,5,,,0,1,,1,,4,79,
5,80,105144059,1,1,1958,22,26,4,6,1994,7,0,1994,0,1,,1,,,,1
5,80,105144068,1,4,1984,22,22,4,6,2009,4,1,,0,1,,1,,5,36,
5,80,105144068,2,3,1959,21,25,14,5,888,3,2,,0,1,,1,,1,102,
5,80,105144093,1,1,1960,,37,8,3,2009,4,10,2009,20,1,,1,,,,7
5,80,105145014,1,1,1973,22,22,14,3,2009,5,3,,13,1,,1,,12,25,
5,80,105145031,1,2,1969,,,6,2,2008,6,2,,2,1,,1,,11,80,
5,80,105146005,1,1,1944,27,27,4,4,2009,4,0,2009,0,1,,1,,12,64,
5,80,105146007,1,4,1986,888,21,22,3,2009,1,10,,10,1,,1,,5,35,
5,80,105146033,1,2,1983,888,22,44,3,2008,4,3,,10,1,,1,,1,102,
5,82,105139001,1,1,1963,,23,30,3,1997,1,2,,13,1,,1,,4,62,
5,82,105139051,1,1,,,,15,5,2009,5,10,,3,1,,1,,5,35,
5,82,105140001,1,2,1965,,29,21,3,2009,6,13,,0,1,,1,,11,82,
5,82,105140002,1,1,1940,,59,21,3,2000,6,0,,0,1,,1,,4,,
5,109,108296010,1,1,1959,21,21,63,1,2008,9,365,,,1,,1,,12,146,
6,1,106178015,1,1,,,,,10,,,,,,,,,,,,
6,1,106178055,1,1,1985,24,24,8,3,2008,6,10,2009,,1,,1,,12,94,
6,1,106178069,1,1,,,,30,2,1994,6,3,2009,20,1,,1,,12,,
6,1,106178071,1,3,,,,10,3,2007,5,,2007,2,1,,1,,1,102,
6,1,106178071,2,1,1969,32,38,91,3,2007,11,,2007,2,1,,1,,,,8
6,1,106178103,1,1,,18,20,3,3,2009,5,7,2009,3,1,,1,,1,89,
6,1,106181005,1,1,1969,24,24,52,1,2006,6,2,2009,3,1,,1,,7,9,
6,1,106181008,1,1,,23,25,,1,2009,6,4,2009,0,1,,1,,11,94,
6,1,106181032,1,3,1996,20,19,8,1,2009,,,2009,6,1,,1,,1,102,
6,1,106183006,1,1,1950,24,24,8,3,2007,6,,,,1,,1,,11,,
6,1,106183007,1,1,,36,36,8,1,888,6,3,2009,0,1,,1,,11,95,
6,1,106183007,2,1,,20,44,8,1,2006,6,3,2009,0,1,,1,,12,,
6,1,106183034,1,1,,888,,10,3,888,4,1,2009,0,1,,1,,12,4,
6,1,106183065,1,2,27,,17,8,3,2008,5,3,2009,4,1,,1,,1,102,
6,1,106217063,1,1,1957,,35,8,3,2006,4,3,,104,1,,1,,5,35,
6,10,106202005,1,2,1973,,,92,11,2004,1,,2005,2,1,,1,,5,35,
6,10,106202012,1,1,1973,,,8,3,888,4,15,,10,1,,1,,12,96,
6,10,106203002,1,1,1984,21,,8,8,888,1,50,,100,1,,1,,1,102,
6,10,106203028,1,1,1949,,,8,3,888,1,10,,15,1,,1,,1,102,
6,10,106204029,1,1,1967,28,,8,6,2006,1,5,,25,1,,1,,13,102,
6,10,106204032,1,1,1956,,,8,3,1994,1,0,2007,10,1,,1,,,,25
6,10,106204056,1,1,,,,,6,888,4,96,,150,1,,1,,12,102,
6,10,106211019,1,1,1983,,18,8,3,2008,9,50,2009,100,1,,1,,5,35,
6,10,106213005,1,1,1959,,35,,1,2002,7,30,,20,1,,1,,1,102,
6,10,106213008,1,1,1975,,27,30,6,888,4,30,,50,1,,1,,1,102,
6,10,106215021,1,1,1979,,25,8,2,888,5,94,,120,1,,1,,1,102,
6,10,106215049,1,1,1949,,50,8,1,888,4,51,,43,1,,1,,1,102,
6,10,106215050,1,1,1981,888,26,8,10,888,4,,,25,1,,1,,1,102,
6,10,106216010,1,1,1965,888,,8,3,888,5,30,,21,1,,1,,1,102,
6,10,106216013,1,1,1934,,,8,8,888,1,22,,16,1,,1,,1,102,
6,10,106216032,1,3,1969,2,29,8,3,888,4,30,,25,1,,1,,1,102,
6,10,106219031,1,1,,,65,,1,888,13,250,,24,1,,1,,1,102,
6,10,106219049,1,2,1972,15,25,8,3,2007,4,15,,100,1,,1,,1,102,
6,10,106219053,1,1,1952,18,22,8,3,1999,9,12,,12,1,,1,,1,102,
6,10,106219126,1,1,1961,,25,8,3,1987,11,300,,,1,,1,,1,102,
6,11,106223072,1,1,,888,,8,12,888,5,2,,,1,,1,,13,,
6,12,106225020,1,1,1934,68,,91,1,2002,5,52,,40,1,,1,,12,111,
6,16,106234001,1,1,1964,,30,8,10,2008,1,3,,15,1,,1,,,,
6,16,106234007,1,1,1942,,,8,1,2009,6,31,,45,1,,1,,12,106,
6,16,106234035,1,1,1967,,,8,3,,4,15,,55,1,,1,,12,102,
6,16,106234035,2,1,1974,,,8,1,,4,29,,35,1,,1,,12,106,
6,16,106234042,1,1,1950,,23,8,9,2009,6,15,,25,1,,1,,12,106,
6,16,106234053,1,1,1962,,,8,3,2009,4,10,,12,1,,1,,11,106,
6,16,106235143,1,1,,888,23,8,2,888,4,350,2009,100,1,,1,,12,106,
6,16,106235149,1,1,1955,19,20,8,3,888,4,4,2009,20,1,,1,,1,102,
6,16,106235149,2,1,1962,23,23,8,3,888,6,330,2009,150,1,,1,,12,106,
6,16,106235158,2,1,,,30,8,3,888,4,300,2009,,1,,1,,12,106,
6,16,106235158,1,1,,18,19,8,1,2001,4,320,2009,,1,,1,,12,106,
6,16,106235159,1,1,,20,19,8,1,888,6,100,,,1,,1,,12,106,
6,16,106236029,1,1,1954,20,20,57,1,2009,4,10,,50,1,,1,2,13,106,
6,16,106236038,1,1,1981,888,19,10,3,888,5,4,,7,1,,1,,13,,
6,16,106236052,1,1,1967,,38,10,1,888,4,52,,22,1,,1,,11,106,
6,16,106236062,1,1,1974,,32,8,1,888,6,28,,0,1,,1,,4,,
6,16,106236064,1,1,1962,,27,8,3,888,4,20,,35,1,,1,,13,106,
6,84,106193028,1,1,1967,,,8,1,2000,5,1,,1,1,,1,,1,102,
6,84,106193028,2,2,1940,,,14,12,2005,4,1,,1,1,,1,,12,,
6,84,106193038,1,1,,,24,8,4,2004,4,48,2009,240,1,,1,,5,,
6,84,106193059,1,1,,35,35,8,10,888,1,15,,105,1,,1,,1,102,
6,84,106193060,1,1,1981,,26,8,3,2007,4,,,4,1,,1,,12,51,
6,84,106193062,1,1,1940,,68,8,3,888,15,250,,,1,,1,,11,,
6,84,106193122,1,1,1981,,29,8,6,2009,11,1,,1,1,,1,,11,84,
6,86,106220024,1,1,1990,888,20,8,3,888,4,14,,20,1,,1,,11,86,
6,86,106220033,1,1,1940,23,23,8,3,888,3,25,,29,1,,1,,11,86,
6,86,106220034,1,1,1954,,54,8,1,888,6,79,,,1,,1,,12,103,
6,86,106220052,1,1,1970,24,24,8,3,24,6,200,,,1,,1,,11,86,
6,86,106220054,1,1,1939,31,31,8,8,888,1,34,,,1,,1,,11,86,
6,86,106220075,1,1,1974,25,34,8,3,888,5,49,,,1,,1,,11,86,
6,86,106224004,1,1,1974,,26,8,2,2009,6,365,,0,1,,1,,12,86,
6,86,106224014,1,1,1976,,20,8,3,2009,1,365,,0,1,,1,,11,86,
6,86,106224027,1,1,1984,22,24,8,3,2009,4,52,,365,1,,1,,13,86,
6,86,106224037,1,1,1954,20,51,72,3,888,6,365,,0,1,,1,,11,86,
6,86,106224038,1,1,1939,,60,8,3,888,6,365,,52,1,,1,,11,86,
6,88,106238005,1,1,70,,,8,1,888,7,360,,100,1,,1,,11,88,
6,88,106238016,1,1,1977,,32,22,3,888,6,0,2008,0,1,,1,,,,2
6,88,106238038,1,1,1970,,,10,6,888,6,10,,40,1,,1,,13,116,
6,89,106187018,1,1,1975,,27,21,3,2009,5,1,2010,2,1,,1,,12,80,
6,89,106188002,1,1,1982,20,20,8,1,2010,6,5,2009,4,1,,1,,12,84,
6,89,106188004,1,1,1950,,25,8,8,1985,5,1,,,1,,1,,12,89,
6,89,106188021,1,1,1952,,15,8,3,1995,5,1,2009,3,1,,1,,12,103,
6,89,106188028,1,1,,,,8,1,2000,6,5,,,1,,1,,12,89,
6,89,106191020,1,1,,,,8,6,2009,1,3,2009,,1,,1,,12,59,
6,89,106191030,1,1,1964,,32,8,2,1990,4,1,2010,,1,,1,,12,33,
6,89,106191033,1,1,1948,,26,8,3,2000,6,,2010,,1,,1,,,,
6,89,106191050,1,1,1943,18,33,8,3,,,,,,1,,1,,11,,
6,89,106192006,1,1,1940,,26,8,3,2000,6,,,2,1,,1,,13,89,
6,89,106192010,1,1,,,25,8,3,1991,1,0,,,1,,1,,1,102,
6,91,106185012,1,1,1962,,27,8,3,1999,6,,,0,1,,1,,12,12,
6,91,106185012,2,1,1962,,30,8,2,2003,6,,,0,1,,1,,12,91,
6,91,106185013,1,2,1950,,30,8,6,1984,5,0,,0,1,,1,,12,91,
6,91,106185036,1,1,1968,,23,4,1,888,6,54,,0,1,,1,,11,91,
6,92,106195232,1,1,,,,14,2,2006,11,7,,25,1,,1,,12,103,
6,92,106196011,1,1,1964,39,39,8,3,2005,6,100,,120,1,,1,,12,92,
6,92,106196017,1,1,,,,8,10,2009,7,4,,24,1,,1,,5,35,
6,92,106196022,1,1,,2,2,8,3,2007,6,,,,1,,1,,,,
6,92,106196023,1,1,,,29,8,1,2006,6,,,,1,,1,,,,
6,92,106196029,1,1,,2,2,8,3,2005,6,,,,1,,1,,,,
6,93,106194007,1,1,1960,,22,30,1,1991,6,4,,0,1,,1,,12,93,
6,93,106194018,1,1,1956,,20,4,3,1978,5,2,,0,1,,1,,,,1
6,93,106194021,1,1,,,,30,2,1995,4,,,,1,,1,,12,,
6,93,106194021,2,2,1965,,,5,3,,4,,,,1,,1,,12,16,
6,93,106194043,1,1,1965,,18,21,2,1992,6,4,,0,1,,1,,12,80,
6,93,106194069,1,1,1968,,41,4,3,2009,5,3,,2,1,,1,,5,35,
6,93,106194069,2,1,1964,,30,4,3,2009,6,4,,2,1,,1,,12,64,
6,94,106179056,1,1,,20,25,,3,2002,6,,,,5,2,1,2,1,102,
6,94,106179080,1,1,,,26,10,1,2008,6,1,2008,10,1,,1,,12,118,
6,94,106179120,1,1,,,23,8,2,2009,5,3,2009,3,1,,1,,1,102,
6,94,106179127,1,1,1987,18,18,8,3,1994,5,2,,,1,,1,,12,,
6,94,106180002,1,1,1966,,25,8,3,1992,6,3,2008,,1,,1,,12,91,
6,94,106180004,1,1,33,,18,8,1,2005,6,5,2009,,1,,1,,12,94,
6,94,106180018,2,1,1934,,,8,1,1974,6,,,,1,,1,,1,102,
